Rank,University,Lowest Place,Number of Lowest Place
287,Université de Sherbrooke,8.0,1
288,AGH University of Science and Technology,9.0,2
289,Hochschule Niederrhein,9.0,2
290,State University of New York at Buffalo,9.0,2
291,Tokyo University of Science,9.0,2
292,California Baptist University,9.0,1
293,California State Polytechnic University - San Luis Obispo,9.0,1
294,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,9.0,1
295,Fachhochschule Kiel,9.0,1
296,Gdańsk University of Technology,9.0,1
297,Hochschule für Technik und Wirtschaft Berlin,9.0,1
298,Marche Polytechnic University,9.0,1
299,MIT World Peace University,9.0,1
300,Nippon Institute of Technology,9.0,1
301,Ramaiah Institute of Technology,9.0,1
302,Technische Universiteit Eindhoven,9.0,1
303,Technische Universität Dresden,9.0,1
304,University of Belgrade (Универзитет у Београду),9.0,1
305,University of Calgary,9.0,1
306,University of Strathclyde,9.0,1
307,Università degli Studi di Napoli Federico II,9.0,1
308,Università degli Studi di Parma,9.0,1
309,Wayne State University,10.0,2
310,California State University Sacramento,10.0,1
311,Clarkson University,10.0,1
312,Duale Hochschule Baden-Württemberg Ravensburg,10.0,1
313,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,10.0,1
314,Hindustan Institute of Technology and Science,10.0,1
315,Indian Institute of Technology Kharagpur,10.0,1
316,King Mongkut's University of Technology Thonburi,10.0,1
317,Luleå University of Technology,10.0,1
318,Manchester Metropolitan University,10.0,1
319,McMaster University,10.0,1
320,Nirma University,10.0,1
321,Oklahoma State University - Stillwater,10.0,1
322,Ruhr-Universität Bochum,10.0,1
323,Ryerson University,10.0,1
324,Universidad Europea de Madrid,10.0,1
325,Universidade de Brasília,10.0,1
326,Universidade Federal de Itajubá - Itabira,10.0,1
327,Universidade Tecnológica Federal do Paraná,10.0,1
328,University of Cadiz,10.0,1
329,University of Central Lancashire,10.0,1
330,University of Manitoba,10.0,1
331,University of New Mexico,10.0,1
332,University of Oulu,10.0,1
333,University of Rijeka,10.0,1
334,University of the Basque Country,10.0,1
335,University of Zagreb,10.0,1
336,Universität Siegen,10.0,1
337,Aalborg University,11.0,1
338,Birla Institute of Technology Mesra,11.0,1
339,Duke University,11.0,1
340,Fachhochschule Dortmund,11.0,1
341,Fachhochschule für Wirtschaft und Technik,11.0,1
342,Flinders University,11.0,1
343,Hochschule für Technik und Wirtschaft Mittweida,11.0,1
344,Hokkaido University,11.0,1
345,Honda Technical College Kansai,11.0,1
346,Honda Technical College Kanto,11.0,1
347,Hope College,11.0,1
348,King Mongkut's Institute of Technology Ladkrabang,11.0,1
349,Linköping University,11.0,1
350,Lovely Professional University,11.0,1
351,North Carolina Agricultural and Technical State University,11.0,1
352,Northern Illinois University,11.0,1
353,Otto-von-Guericke-Universität Magdeburg,11.0,1
354,Seikei University,11.0,1
355,Thakur College of Engineering and Technology,11.0,1
356,Tokyo Metropolitan College of Industrial Technology,11.0,1
357,Universidad Simón Bolívar,11.0,1
358,University College Dublin,11.0,1
359,University of Ulster,11.0,1
360,University of Victoria,11.0,1
361,Università del Salento,11.0,1
362,York College of Pennsylvania,11.0,1
363,Hochschule Mannheim,12.0,2
364,University of Burgundy - ISAT,12.0,2
365,California State University Fullerton,12.0,1
366,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,12.0,1
367,Escola Universitària Salesiana de Sarrià (UAB),12.0,1
368,Hiroshima University,12.0,1
369,J.C. Bose University of Science and Technology YMCA,12.0,1
370,LeTourneau University,12.0,1
371,Saitama University,12.0,1
372,Silesian University of Technology,12.0,1
373,TECNUN - University of Navarra,12.0,1
374,Universitat Jaume I,12.0,1
375,University of South Australia,12.0,1
376,University of Southern California,12.0,1
377,University of Split,12.0,1
378,University of Surrey,12.0,1
379,University of Yamanashi,12.0,1
380,Victoria University Australia,12.0,1
381,École Centrale de Lyon,12.0,1
382,Togliatti State University,13.0,2
383,Amity School of Engineering and Technology,13.0,1
384,Birla Institute of Science and Technology Pilani - Dubai,13.0,1
385,BITS Pilani KK Birla Goa Campus,13.0,1
386,California State University Chico,13.0,1
387,Colorado State University,13.0,1
388,Fachhochschule Osnabrück,13.0,1
389,FH Campus Wien,13.0,1
390,Pittsburg State University,13.0,1
391,Saarland University,13.0,1
392,Sheffield Hallam University,13.0,1
393,Technical University of Liberec,13.0,1
394,Universidad de Vigo,13.0,1
395,Universidad Rey Juan Carlos,13.0,1
396,Universidade Paulista - Sorocaba,13.0,1
397,University of Agder,13.0,1
398,University of Idaho,13.0,1
399,University of North Texas,13.0,1
400,University of Portsmouth,13.0,1
401,University of Wolverhampton,13.0,1
402,VIT University - Vellore,13.0,1
403,Worcester Polytechnic Institute,13.0,1
404,Yeungnam University College,13.0,1
405,UNESP - Campus de Ilha Solteira,14.0,3
406,University of Fukui,14.0,2
407,Bauman Moscow State Technical University,14.0,1
408,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,14.0,1
409,Georgia Southern University,14.0,1
410,Gheorghe Asachi Technical University of Iaşi,14.0,1
411,Kennesaw State University,14.0,1
412,Kumaraguru College of Technology,14.0,1
413,Minnesota State University Mankato,14.0,1
414,Mississippi State University,14.0,1
415,Odessa Polytechnic National State University,14.0,1
416,Rheinisch-Westfälische Technische Hochschule Aachen,14.0,1
417,SRM Institute of Science and Technology NCR Campus,14.0,1
418,Swansea University,14.0,1
419,Toyota Technical College Nagoya,14.0,1
420,Universidad Politécnica de Cartagena,14.0,1
421,University of Brescia,14.0,1
422,University of Hawaii at Manoa,14.0,1
423,Osaka Institute of Technology,15.0,2
424,Universidade Federal de Santa Catarina,15.0,2
425,Cégep du Vieux Montréal,15.0,1
426,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,15.0,1
427,Indian Institute of Technology Kanpur,15.0,1
428,Institute of Technologists,15.0,1
429,KLE Technological University,15.0,1
430,Meisei University,15.0,1
431,Netaji Subhas Institute of Technology,15.0,1
432,Northwestern University,15.0,1
433,Osaka Sangyo University,15.0,1
434,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,15.0,1
435,Reykjavík University,15.0,1
436,Stevens Institute of Technology,15.0,1
437,São Paulo State University - UNESP - Bauru,15.0,1
438,Universidade Federal da Bahia,15.0,1
439,University of Delaware,15.0,1
440,University of Guelph,15.0,1
441,University of Liverpool,15.0,1
442,University of Pennsylvania,15.0,1
443,University of Sussex,15.0,1
444,University Politehnica Of Bucharest,15.0,1
445,Western Michigan University,15.0,1
446,Western Sydney University,15.0,1
447,Cedarville University,16.0,1
448,Hunan University,16.0,1
449,Milwaukee School of Engineering,16.0,1
450,National Institute of Technology - Kurukshetra,16.0,1
451,NED University of Engineering and Technology,16.0,1
452,Norwegian University of Science and Technology,16.0,1
453,Oregon Institute of Technology,16.0,1
454,Portland State University,16.0,1
455,Pune Vidyarti Griha's college of Engineering and Technology,16.0,1
456,Queen's University,16.0,1
457,Slovak University of Technology in Bratislava,16.0,1
458,Universidad Politécnica de Madrid (UPM),16.0,1
459,Universidade Independente,16.0,1
460,University of Evansville,16.0,1
461,University of Kocaeli,16.0,1
462,University of Miskolc,16.0,1
463,University of Ontario Institute of Technology,16.0,1
464,Waseda University,16.0,1
465,Tokyo University of Agriculture and Technology,17.0,2
466,Birla Institute of Technology &amp; Science  Pilani,17.0,1
467,Columbia University,17.0,1
468,Federal University of Paraíba,17.0,1
469,G.V.Acharya Institute of Engineering &amp; Technology,17.0,1
470,Imperial College London,17.0,1
471,Iran University of Science and Technology - Arak,17.0,1
472,Kogakuin University,17.0,1
473,Lafayette College,17.0,1
474,Politecnico di Bari,17.0,1
475,Technical University of Sofia,17.0,1
476,Universidade Comunitária Regional de Chapecó,17.0,1
477,Universidade Federal de Santa Catarina - Joinville,17.0,1
478,University of Southern Queensland,17.0,1
479,University of Texas at San Antonio,17.0,1
480,University of Warwick,17.0,1
481,University of Wisconsin-Platteville,17.0,1
482,Università degli Studi di Catania,17.0,1
483,Università degli Studi di Ferrara,17.0,1
484,Vanderbilt University,17.0,1
485,Warsaw University of Technology,17.0,1
486,Okayama University,18.0,2
487,Aston University,18.0,1
488,Central Piedmont Community College,18.0,1
489,Duale Hochschule Baden-Württemberg Stuttgart,18.0,1
490,Escola de Engenharia de Lorena da Universidade de São Paulo,18.0,1
491,Hubei University of Automotive Technology,18.0,1
492,John von Neumann University,18.0,1
493,Polytechnic Institute of Leiria,18.0,1
494,Siam University,18.0,1
495,Symbiosis Institute of Technology,18.0,1
496,Tel Aviv University,18.0,1
497,Temple University,18.0,1
498,Union College,18.0,1
499,Universidade Federal do Paraná,18.0,1
500,University of North Florida,18.0,1
501,University of Puerto Rico,18.0,1
502,University of Ulsan,18.0,1
503,University of Virginia,18.0,1
504,Aichi Institute of Technology,19.0,1
505,Beijing Institute of Technology,19.0,1
506,Instituto Tecnológico de Chihuahua,19.0,1
507,Kasetsart University,19.0,1
508,Korea University of Technology and Education,19.0,1
509,MCT's Rajiv Gandhi Institute of Technology,19.0,1
510,Moscow Polytechnic University,19.0,1
511,Technische Universität Dortmund,19.0,1
512,Universidade Federal de Sergipe,19.0,1
513,University of California Irvine,19.0,1
514,University of Louisiana at Lafayette,19.0,1
515,University of Windsor,19.0,1
516,Cooper Union,20.0,2
517,Peoples' Friendship University of Russia,20.0,2
518,California State University Fresno,20.0,1
519,Daido Institute of Technology,20.0,1
520,Dalhousie University,20.0,1
521,Guru Gobind Singh Indraprastha University,20.0,1
522,Instituto Superior de Engenharia de Lisboa,20.0,1
523,Niigata University,20.0,1
524,Pellissippi State Community College,20.0,1
525,Sanyo-Onoda City University at Tokyo University of Science,20.0,1
526,Sri Venkateswara College of Engineering,20.0,1
527,The National Institute of Engineering Mysore,20.0,1
528,Universidade Federal de São Carlos,20.0,1
529,University of Hartford,20.0,1
530,University of Illinois at Chicago,20.0,1
531,University of Mostar,20.0,1
532,University of Ottawa,20.0,1
533,Federation University Australia,21.0,2
534,Amrita School of Engineering Coimbatore,21.0,1
535,Bergische Universität Wuppertal,21.0,1
536,Florida Atlantic University,21.0,1
537,Graphic Era University,21.0,1
538,Kurume Institute of Technology,21.0,1
539,Marquette University,21.0,1
540,PEC University of Technology,21.0,1
541,Syracuse University,21.0,1
542,Technological University Dublin,21.0,1
543,Tokyo Metropolitan University,21.0,1
544,Universitas Negeri Yogyakarta,21.0,1
545,University College London,21.0,1
546,University of Central Florida,21.0,1
547,University of Edinburgh,21.0,1
548,University of Massachusetts Lowell,21.0,1
549,Università degli Studi di Cagliari,22.0,2
550,Ain Shams University,22.0,1
551,Birmingham City University,22.0,1
552,Brigham Young University,22.0,1
553,CESI École d’ingénieurs - Nanterre,22.0,1
554,Chitkara University Punjab,22.0,1
555,College of Industrial Technology Nihon University,22.0,1
556,HAN University of Applied Sciences,22.0,1
557,Istanbul Technical University,22.0,1
558,James Cook University,22.0,1
559,Middle Tennessee State University,22.0,1
560,National Technical University of Ukraine Kyiv Polytechnic Institute,22.0,1
561,Rajarambapu Institute of Technology,22.0,1
562,Thai-Nichi Institute of Technology,22.0,1
563,University of Colorado at Boulder,22.0,1
564,University of Exeter,22.0,1
565,Vidyavardhini's College of Engineering and Technology,22.0,1
566,Wichita State University,22.0,1
567,Gifu University,23.0,2
568,California State University Los Angeles,23.0,1
569,Düzce University,23.0,1
570,Ferdowsi University of Mashad,23.0,1
571,Indian Institute of Technology Roorkee,23.0,1
572,Sinhgad College of Engineering Vadgaon,23.0,1
573,Taylor's University,23.0,1
574,Technische Universität Ilmenau,23.0,1
575,Universidad de Castilla-La Mancha,23.0,1
576,Universidad de Oriente Venezuela,23.0,1
577,Universidade Federal De Lavras,23.0,1
578,Universiti Teknologi MARA,23.0,1
579,University of Manchester,23.0,1
580,University of Utah,23.0,1
581,Xiamen University of Technology,23.0,1
582,Technische Universität Kaiserslautern,24.0,2
583,Arizona State University,24.0,1
584,Ataturk University,24.0,1
585,Chiba Institute of Technology,24.0,1
586,Deggendorf Institute of Technology,24.0,1
587,Dr. Mahalingam College of Engineering and Technology,24.0,1
588,Montana State University - Bozeman,24.0,1
589,PES Institute of Technology,24.0,1
590,RMD Sinhgad School of Engineering,24.0,1
591,Southern Illinois University Carbondale,24.0,1
592,United States Air Force Academy,24.0,1
593,University of Cambridge,24.0,1
594,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,25.0,1
595,Fr Conceicao Rodrigues College of Engineering,25.0,1
596,Hochschule Offenburg,25.0,1
597,IMT Nord Europe - Douai,25.0,1
598,Prince of Songkla University,25.0,1
599,Southern Illinois University Edwardsville,25.0,1
600,University of Saskatchewan,25.0,1
601,University of Valladolid,25.0,1
602,Ural State University of Railway Transport,25.0,1
603,Colorado School of Mines,26.0,2
604,Universidade Federal de Campina Grande,26.0,2
605,Chungbuk National University,26.0,1
606,Fukui University of Technology,26.0,1
607,Indiana University – Purdue University Indianapolis,26.0,1
608,Kumoh National Institute of Technology,26.0,1
609,M.H. Saboo Siddik College of Engineering,26.0,1
610,National Institute of Technology - Jamshedpur,26.0,1
611,Old Dominion University,26.0,1
612,Southern Taiwan University of Technology,26.0,1
613,Universidad Francisco de Vitoria,26.0,1
614,Universidad Nacional Autónoma de México,26.0,1
615,University of Houston,26.0,1
616,University of New Hampshire,26.0,1
617,University of the West of Scotland,26.0,1
618,Universität der Bundeswehr München,26.0,1
619,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),27.0,1
620,Faculty of Textile Science &amp; Technology. Shinshu University,27.0,1
621,Lehigh University,27.0,1
622,National Institute of Technology - Karnataka,27.0,1
623,National Tsing Hua University,27.0,1
624,Rajendra Mane College of Engineering and Technology,27.0,1
625,Sepuluh Nopember Institute of Technology,27.0,1
626,Southern Methodist University,27.0,1
627,Universidad Tecnológica de Pereira,27.0,1
628,Universiti Teknologi Petronas,27.0,1
629,University of California Davis,27.0,1
630,University of Nottingham,27.0,1
631,University of Salford,27.0,1
632,Belgorod state technological university named after V. G. Shukhov,28.0,1
633,Kakatiya Institute of Technology and Science Warangal,28.0,1
634,Kalinga Institute of Industrial Technology,28.0,1
635,National Institute of Technology - Rourkela,28.0,1
636,San Diego State University,28.0,1
637,Ufa State Aviation Technical University,28.0,1
638,UniSALESIANO Araçatuba,28.0,1
639,Universitat de Girona,28.0,1
640,University of Arizona,28.0,1
641,University of Perugia,28.0,1
642,Bradley University,29.0,1
643,Hochschule Bonn-Rhein-Sieg,29.0,1
644,Monroe County Community College,29.0,1
645,Nagesh Karajagi Orchid College Of Engineering &amp; Technology,29.0,1
646,Penn State Harrisburg,29.0,1
647,University of Hull,29.0,1
648,Université de Versailles-Saint-Quentin-en-Yvelines,30.0,2
649,Arab Academy for Science Technology &amp; Maritime Transport (AASTMT),30.0,1
650,DIT University,30.0,1
651,Galgotias University,30.0,1
652,Indira Gandhi Delhi Technical University for Women,30.0,1
653,Middle East Technical University,30.0,1
654,Tennessee Technological University,30.0,1
655,Universidade Federal de Mato Grosso,30.0,1
656,University of Ljubljana,30.0,1
657,University of Messina,30.0,1
658,Berlin School of Economics,31.0,1
659,Bhartiya Institute of Engineering and Technology,31.0,1
660,Carnegie Mellon University,31.0,1
661,D. Y. Patil College of Engineering &amp; Technology Kasaba Bawada Kolhapur ,31.0,1
662,DHA Suffa University,31.0,1
663,FAMU-FSU College of Engineering,31.0,1
664,Grand Valley State University,31.0,1
665,Harbin Institute of Technology at Weihai,31.0,1
666,Indian Institute of Technology Dhanbad,31.0,1
667,Jilin University,31.0,1
668,Koblenz University of Applied Science,31.0,1
669,SRM Institute of Science and Technology - Ramapuram,31.0,1
670,University of Colorado Denver,31.0,1
671,University of Patras,31.0,1
672,City University London,32.0,1
673,K L University,32.0,1
674,Okayama University of Science,32.0,1
675,Pillai College Of Engineering,32.0,1
676,University of North Dakota,32.0,1
677,Hacettepe University,33.0,1
678,Hiroshima Institute of Technology,33.0,1
679,Moscow State Automobile &amp; Road Technical University - MADI,33.0,1
680,Technological Educational Institute of Western Macedonia,33.0,1
681,Universidad Panamericana Sede México,33.0,1
682,University of Moratuwa,33.0,1
683,Veer Surendra Sai University of Technology,33.0,1
684,Østfold University College,33.0,1
685,D.Y. Patil School of Engineering Academy Ambi,34.0,1
686,Maejo University,34.0,1
687,Newcastle University,34.0,1
688,Recinto Universitario de Mayagüez,34.0,1
689,Tokyo Institute of Technology,34.0,1
690,University of Delhi,34.0,1
691,Vasavi College of Engineering,34.0,1
692,Washington State University,34.0,1
693,Brandenburgische Technische Universität Cottbus,35.0,1
694,Nizhny Novgorod State Technical University,35.0,1
695,Rajarshi Shahu College Of Engineering,35.0,1
696,St. Vincent Pallotti College of Engineering and Technology,35.0,1
697,Universidade Federal de Viçosa,35.0,1
