Rank,University,#,Points
715,Gheorghe Asachi Technical University of Iaşi,9,121.0
716,University of California Riverside,3,121.0
717,Universidade Federal da Bahia,6,120.83
718,Universidad Católica Andrés Bello,2,120.5
719,Veer Surendra Sai University of Technology,2,120.5
720,Universidad de Castilla-La Mancha,3,120.33
721,Aso College of Automotive Engineering and Technology,5,119.8
722,University of Stavanger,2,119.5
723,Federation University Australia,3,119.33
724,Universitat Jaume I,7,119.29
725,Sojo University,11,119.18
726,D.Y. Patil School of Engineering Academy Ambi,2,119.0
727,Istanbul Technical University,3,119.0
728,Universidade Federal De Lavras,1,118.0
729,University of Regina,3,117.67
730,Hindustan Institute of Technology and Science,2,117.0
731,Sinhgad College of Engineering Vadgaon,8,117.0
732,Universidade Federal de Itajubá - Itabira,4,117.0
733,Amity School of Engineering and Technology,3,116.0
734,Rajarshi Shahu College Of Engineering,1,116.0
735,Amrutvahini College Of Engineering Sangamner,1,114.0
736,Çukurova University,1,114.0
737,Moscow State Automobile &amp; Road Technical University - MADI,10,113.5
738,Chitkara University Punjab,8,113.25
739,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,3,113.0
740,Lokmanya Tilak College of Engineering,1,113.0
741,Netaji Subhas Institute of Technology,1,113.0
742,Sinhgad Academy Of Engineering,1,113.0
743,Universidade Comunitária Regional de Chapecó,3,109.67
744,Universidad de Oriente Venezuela,4,109.25
745,University of Hull,8,108.88
746,Kalinga Institute of Industrial Technology,2,108.0
747,NBN Sinhgad School Of Engineering,1,108.0
748,London South Bank University,1,107.0
749,University of Toyama,5,107.0
750,Saint Louis University,7,106.43
751,Indira Gandhi Delhi Technical University for Women,2,106.0
752,Nizhny Novgorod State Technical University,1,106.0
753,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,7,105.0
754,Universidad de las Fuerzas Armadas - ESPE,3,104.33
755,University of Sunderland,14,103.79
756,Osaka Prefecture University,5,103.4
757,IMT Nord Europe - Douai,3,103.0
758,Universidad Tecnológica de Pereira,1,103.0
759,K L University,3,102.67
760,Guru Gobind Singh Indraprastha University,2,102.5
761,Universidade Federal de Campina Grande,2,102.5
762,MGM's Jawaharlal Nehru Engineering College,1,102.0
763,Peter the Great St. Petersburg Polytechnic University,1,102.0
764,Queen Mary University of London,2,101.0
765,HMR Institute of Technology &amp; Management,1,100.0
766,Birla Institute of Science and Technology Pilani - Dubai,3,99.67
767,Ajou University,1,99.0
768,Kumaraguru College of Technology,3,99.0
769,DIT University,3,98.33
770,University of Massachusetts Lowell,8,98.12
771,Saraswati College of Engineering,1,98.0
772,M.H. Saboo Siddik College of Engineering,2,97.5
773,Escola de Engenharia de Lorena da Universidade de São Paulo,4,97.0
774,Cleveland State University,2,93.5
775,Rayat Institute of Engineering and Information Technology,1,93.0
776,Universidade Federal de Santa Catarina - Joinville,5,92.4
777,Odessa Polytechnic National State University,7,91.29
778,Madras Institute of Technology,1,91.0
779,Frederick University,1,90.0
780,Kyushu University,4,90.0
781,Universidade Federal de Sergipe,3,89.33
782,Alabama A&amp;M University,1,89.0
783,University of Georgia,2,88.5
784,Akita Prefectural University,2,87.0
785,Thomas More Mechelen - De Nayer,1,87.0
786,University of Iowa,2,86.5
787,University of Leicester,1,86.0
788,Alexandria University,3,85.67
789,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,8,85.38
790,City College of The City University of New York,1,84.0
791,Mansoura University,2,82.0
792,SRM Institute of Science and Technology - Ramapuram,1,82.0
793,Università degli Studi di Salerno,1,82.0
794,Shonan Institute of Technology,1,81.0
795,Galgotias University,3,80.67
796,Saitama Institute of Technology,7,80.0
797,UniSALESIANO Araçatuba,2,80.0
798,New Jersey Institute of Technology,3,79.33
799,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,2,78.5
800,D. Y. Patil College of Engineering &amp; Technology Kasaba Bawada Kolhapur ,2,78.5
801,National Institute of Technology - Calicut,2,78.5
802,Dr. Mahalingam College of Engineering and Technology,1,78.0
803,Universidade Federal de São Carlos,6,77.33
804,CESI École d’ingénieurs - Nanterre,1,77.0
805,Grand Canyon University,1,77.0
806,NED University of Engineering and Technology,3,77.0
807,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,3,76.0
808,University Institute of Technology RGPV Bhopal,1,76.0
809,Yamagata University,3,75.67
810,Fukui University of Technology,7,75.43
811,Haldia Institute of Technology,2,75.0
812,Philadelphia University,1,75.0
813,Seoul National University of Science and Technology,1,75.0
814,Nitte Meenakshi Institute of Technology,1,73.0
815,PEC University of Technology,1,72.0
816,University of Mostar,2,72.0
817,Universidad Francisco de Vitoria,3,71.33
818,University of Indonesia,1,70.0
819,Federal University of Paraíba,6,69.33
820,Instituto Politécnico Nacional,2,67.5
821,Texas State University,1,67.0
822,National Institute of Technology - Jamshedpur,3,66.67
823,Fachhochschule Frankfurt am Main,2,62.5
824,Vasavi College of Engineering,1,61.0
825,National Technical University of Ukraine Kyiv Polytechnic Institute,2,59.5
826,Universidade Federal de Viçosa,1,59.0
827,Hanze University of Applied Sciences Groningen,3,58.67
828,Chaitanya Bharathi Institute of Technology,2,58.0
829,St. Vincent Pallotti College of Engineering and Technology,1,57.0
830,Karel de Grote University College,5,56.6
831,Bharati Vidyapeeth College of Engineering,4,56.5
832,Universidade Paulista - Sorocaba,2,56.5
833,Universitatea Politehnica Timișoara,2,56.0
834,Aoyama Gakuin University,6,55.5
835,Universitat de Girona,3,55.33
836,University of Kocaeli,2,53.0
837,Chandigarh University,2,52.0
838,Tyumen Industrial University,4,51.75
839,Pillai College Of Engineering,2,50.5
840,Ataturk University,1,50.0
841,Düzce University,1,50.0
842,University Putra Malaysia,1,50.0
843,Fanshawe College,1,49.0
844,Uludağ University,2,47.5
845,Charotar University of Science and Technology,2,46.5
846,Acharya Institute of Technology,1,46.0
847,University of Northampton,2,45.0
848,ESIA San Luis Potosi,1,43.0
849,Trinity College University of Dublin,1,43.0
850,Vaughn College of Aeronautics and Technology,1,42.0
851,Manav Rachna International University,2,41.5
852,TSSM’s Bhivarabai Sawant College of Engineering &amp; Research,1,39.0
853,Institute of Technology Bandung,1,37.0
854,Laxmi Devi Institute of Engineering &amp; Technology,1,35.0
855,North East Wales Institute of Higher Education,2,34.0
856,Ufa State Aviation Technical University,1,31.0
857,Midwestern State University,1,28.0
858,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,4,27.0
859,P.E.S. Modern College of Engineering,1,27.0
860,Universidade Federal do Pará - Campus Tucuruí - UFPA,1,27.0
861,École Centrale Paris,1,27.0
862,J.S.S. Academy of Technical Education Noida,1,25.0
863,Sardar Vallabhbhai National Institute of Technology,1,25.0
864,University of Valladolid,1,25.0
865,Universidade Federal de Uberlândia - UFU,1,22.0
866,Tokyo Tech Car College Setagaya,1,21.0
867,Jordan University of Science and Technology,1,20.0
868,Universiti Teknologi Petronas,1,18.0
869,TKM  College of Engineering,1,17.0
870,Universidade Estadual do Oeste do Paraná,1,11.0
871,Universidade Paulista - Campinas - Campus II,1,10.0
872,University of New Brunswick,1,6.0
873,Universidade Federal de Mato Grosso,1,5.0
874,Bangalore Institute of Technology,2,3.0
875,University of Massachusetts Dartmouth,1,3.0
