Rank,University,Lowest Place,Number of Lowest Place
208,Universidade Federal do Rio de Janeiro,11.0,1
209,University of Canterbury,11.0,1
210,National Technical University of Athens,10.0,1
211,San José State University,10.0,1
212,Technische Universität Wien,10.0,1
213,University of Adelaide,10.0,1
214,University of Huddersfield,10.0,1
215,Moscow Polytechnic University,9.0,1
216,Shibaura Institute of Technology,9.0,1
217,University of Maribor,9.0,1
218,Università della Calabria,9.0,1
219,Aristotle University of Thessaloniki,8.0,1
220,Birla Institute of Technology Mesra,8.0,1
221,Escola Politécnica da Universidade de São Paulo,8.0,1
222,Rensselaer Polytechnic Institute,8.0,1
223,University of Minnesota Twin Cities,8.0,1
224,University of Toledo,8.0,1
225,École Centrale de Lyon,8.0,1
226,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,7.0,1
227,R.V.College of Engineering,7.0,1
228,Shizuoka University,7.0,1
229,California State Polytechnic University - San Luis Obispo,6.0,1
230,Griffith University,6.0,1
231,Hochschule Niederrhein,6.0,1
232,Kobe University,6.0,1
233,Manipal Academy of Higher Education,6.0,1
234,Toyohashi University of Technology,6.0,1
235,University of the West of England,6.0,1
236,Technische Universität Bergakademie Freiberg,5.0,1
237,University of Calgary,5.0,1
238,University of Sheffield,5.0,1
239,University of Waterloo,5.0,1
240,Ain Shams University,4.0,1
241,Instituto Tecnológico de Chihuahua,4.0,1
242,Meijo University,4.0,1
243,Poznan University of Technology,4.0,1
244,Swinburne University of Technology,4.0,1
245,University of Melbourne,4.0,1
246,Università del Salento,4.0,1
247,Centro Federal de Educação Tecnológica de Minas Gerais,3.0,1
248,Hochschule für Technik und Wirtschaft Berlin,3.0,1
249,K. J. Somaiya College of Engineering,3.0,1
250,Kanazawa University,3.0,1
251,Nippon Institute of Technology,3.0,1
252,Ritsumeikan University,3.0,1
253,University of Burgundy - ISAT,3.0,1
254,University of California Berkeley,3.0,1
255,Białystok University of Technology,2.0,1
256,Carleton University,2.0,1
257,Fachhochschule München,2.0,1
258,Kookmin University,2.0,1
259,Smt. Kashibai Navale College of Engineering,2.0,1
260,Tongji University,2.0,1
261,Universidade Federal de Santa Maria,2.0,1
262,Universidade Paulista,2.0,1
263,University of Thessaly,2.0,1
264,University of West Bohemia,2.0,1
265,Universität Paderborn,2.0,1
266,Wayne State University,2.0,1
267,Yıldız Technical University,2.0,1
268,Aligarh Muslim University,1.0,1
269,Beijing Institute of Technology,1.0,1
270,California Baptist University,1.0,1
271,California State University Chico,1.0,1
272,COEP Technological University ,1.0,1
273,Gadjah Mada University,1.0,1
274,Guru Gobind Singh Indraprastha University,1.0,1
275,Hochschule Mannheim,1.0,1
276,Hokkaido Automotive Engineering College,1.0,1
277,Instituto Tecnológico de Buenos Aires,1.0,1
278,Korea University of Technology and Education,1.0,1
279,Lafayette College,1.0,1
280,Liaoning University of Technology,1.0,1
281,Osaka City University,1.0,1
282,Pimpri Chinchwad College Of Engineering,1.0,1
283,Silesian University of Technology,1.0,1
284,São Paulo State University - UNESP - Bauru,1.0,1
285,Thapar Institute of Engineering and Technology,1.0,1
286,Togliatti State University,1.0,1
287,University of Glasgow,1.0,1
288,University of Malaga,1.0,1
289,University of Malta,1.0,1
290,University of Ulster,1.0,1
291,Xiamen University of Technology,1.0,1
