Rank,University,Lowest Place,Number of Lowest Place
226,Universidade Federal de Itajubá - Itabira,5.0,1
227,Universidade Federal de Santa Maria,5.0,1
228,Universidade Federal do Ceará,5.0,1
229,University Of Hertfordshire,5.0,1
230,University of Nebraska–Lincoln,5.0,1
231,University of Thessaly,5.0,1
232,University of Wales Trinity Saint David,5.0,1
233,Vishwakarma Institute of Technology,5.0,1
234,Western Washington University,5.0,1
235,Czech University of Life Sciences Prague,6.0,2
236,Universidade Estadual Paulista - Guaratinguetá,6.0,2
237,Universidade Federal Fluminense - Niterói,6.0,2
238,University of West Bohemia,6.0,2
239,Brunel University London,6.0,1
240,Kansas State University,6.0,1
241,Kennesaw State University,6.0,1
242,Louisiana State University,6.0,1
243,Ritsumeikan University,6.0,1
244,Ryerson University,6.0,1
245,Staffordshire University,6.0,1
246,Universidade de Brasília,6.0,1
247,Universidade Federal de Itajubá - Itajubá,6.0,1
248,Universitatea Transilvania din Braşov,6.0,1
249,University of California Los Angeles,6.0,1
250,University of Minnesota Twin Cities,6.0,1
251,University of Waikato,6.0,1
252,Università degli Studi della Tuscia,6.0,1
253,Universität Paderborn,6.0,1
254,VIT University - Chennai,6.0,1
255,Waseda University,6.0,1
256,Poznan University of Technology,7.0,3
257,Australian National University,7.0,2
258,Aristotle University of Thessaloniki,7.0,1
259,California State University Sacramento,7.0,1
260,Clemson University,7.0,1
261,College of Science and Technology Nihon University,7.0,1
262,Deakin University,7.0,1
263,Escola Politècnica Superior d'Enginyeria de Manresa,7.0,1
264,Gdańsk University of Technology,7.0,1
265,Hochschule Heilbronn,7.0,1
266,Karlstad University,7.0,1
267,PSG College of Technology,7.0,1
268,Pune Vidyarti Griha's college of Engineering and Technology,7.0,1
269,Queen's University Belfast,7.0,1
270,Rzeszów University of Technology,7.0,1
271,State University of New York at Buffalo,7.0,1
272,Technische Hochschule Ostwestfalen-Lippe,7.0,1
273,Universidade Federal de São João del Rei,7.0,1
274,University of Adelaide,7.0,1
275,University of Belgrade (Универзитет у Београду),7.0,1
276,University of Calgary,7.0,1
277,University of California San Diego,7.0,1
278,University of Central Lancashire,7.0,1
279,University of Dundee,7.0,1
280,University of Guelph,7.0,1
281,University of Louisville,7.0,1
282,University of Malta,7.0,1
283,University of New South Wales - Australian Defence Force Academy,7.0,1
284,University of South Florida,7.0,1
285,University of Tasmania,7.0,1
286,University of Technology Sydney,7.0,1
287,University of Victoria,7.0,1
288,Università della Calabria,7.0,1
289,West Virginia University,7.0,1
290,Hochschule RheinMain,8.0,2
291,Hindustan Institute of Technology and Science,8.0,1
292,Kumaraguru College of Technology,8.0,1
293,Lancaster  University,8.0,1
294,Oklahoma State University - Stillwater,8.0,1
295,Rheinisch-Westfälische Technische Hochschule Aachen,8.0,1
296,Universidade Federal do Rio Grande do Sul,8.0,1
297,University of Alabama,8.0,1
298,University of Idaho,8.0,1
299,University of Malaga,8.0,1
300,University of North Carolina at Charlotte,8.0,1
301,University of Strathclyde,8.0,1
302,University of the Basque Country,8.0,1
303,University of Ulster,8.0,1
304,University Carlos III of Madrid,9.0,2
305,Arizona State University,9.0,1
306,Dartmouth College,9.0,1
307,Flinders University,9.0,1
308,Hochschule Niederrhein,9.0,1
309,Hochschule Pforzheim,9.0,1
310,Imperial College London,9.0,1
311,Indian Institute of Technology Kharagpur,9.0,1
312,Kingston University,9.0,1
313,Marche Polytechnic University,9.0,1
314,Oakland University,9.0,1
315,R.V.College of Engineering,9.0,1
316,Ruhr-Universität Bochum,9.0,1
317,Silesian University of Technology,9.0,1
318,TECNUN - University of Navarra,9.0,1
319,Tokyo Metropolitan College of Industrial Technology,9.0,1
320,Ulm University of Applied Sciences,9.0,1
321,Universidad de Vigo,9.0,1
322,Universidad Rey Juan Carlos,9.0,1
323,Universidade Federal de Santa Catarina,9.0,1
324,Universitat Jaume I,9.0,1
325,University of Cadiz,9.0,1
326,University of California Berkeley,9.0,1
327,University of New Mexico,9.0,1
328,University of Pittsburgh,9.0,1
329,University of South Australia,9.0,1
330,Università degli Studi di Roma Tor Vergata,9.0,1
331,Universität Bayreuth,9.0,1
332,Villanova University,9.0,1
333,Vishwakarma Institute of Information Technology,9.0,1
334,Western Sydney University,9.0,1
335,Kookmin University,10.0,2
336,Technische Universiteit Eindhoven,10.0,2
337,De Montfort University,10.0,1
338,Hochschule Mannheim,10.0,1
339,Honda Technical College Kansai,10.0,1
340,King Mongkut's Institute of Technology Ladkrabang,10.0,1
341,Kinki University,10.0,1
342,Liverpool John Moores University,10.0,1
343,Norwegian University of Science and Technology,10.0,1
344,Pittsburg State University,10.0,1
345,SRM Institute of Science and Technology NCR Campus,10.0,1
346,Technion - Israel Institute of Technology,10.0,1
347,Universidad Simón Bolívar,10.0,1
348,University of Alberta,10.0,1
349,University of Portsmouth,10.0,1
350,University of Wolverhampton,10.0,1
351,Università del Salento,10.0,1
352,École Centrale de Lyon,10.0,1
353,Marquette University,11.0,2
354,University of Southampton,11.0,2
355,Beijing Institute of Technology,11.0,1
356,Cedarville University,11.0,1
357,Dr. D. Y. Patil Institute Of Engineering and Technology,11.0,1
358,Gheorghe Asachi Technical University of Iaşi,11.0,1
359,Hokkaido University,11.0,1
360,Instituto Tecnológico de Buenos Aires,11.0,1
361,Lafayette College,11.0,1
362,Lehigh University,11.0,1
363,Middle Tennessee State University,11.0,1
364,Northern Illinois University,11.0,1
365,Old Dominion University,11.0,1
366,Saginaw Valley State University,11.0,1
367,Southern Illinois University Edwardsville,11.0,1
368,Technical University of Liberec,11.0,1
369,Technische Hochschule Köln,11.0,1
370,Technische Universität Dresden,11.0,1
371,Temple University,11.0,1
372,United States Air Force Academy,11.0,1
373,Universidad Europea de Madrid,11.0,1
374,University of Massachusetts Lowell,11.0,1
375,University of Rijeka,11.0,1
376,University of Split,11.0,1
377,University of Zagreb,11.0,1
378,Università degli Studi di Napoli Federico II,11.0,1
379,Università degli Studi di Roma La Sapienza,11.0,1
380,Université du Québec à Trois-Rivières,11.0,1
381,York College of Pennsylvania,11.0,1
382,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,12.0,2
383,Ben-Gurion University of the Negev,12.0,1
384,Duke University,12.0,1
385,FH Campus Wien,12.0,1
386,Honda Technical College Kanto,12.0,1
387,Keio University,12.0,1
388,Linköping University,12.0,1
389,Maejo University,12.0,1
390,Ostfalia University of Applied Sciences,12.0,1
391,Queen's University,12.0,1
392,Rose-Hulman Institute of Technology,12.0,1
393,Technische Hochschule Lübeck,12.0,1
394,UniSALESIANO Araçatuba,12.0,1
395,Universidade Federal da Bahia,12.0,1
396,University of Brescia,12.0,1
397,University of Burgundy - ISAT,12.0,1
398,University of Texas at Austin,12.0,1
399,University of Texas at San Antonio,12.0,1
400,Université de Versailles-Saint-Quentin-en-Yvelines,12.0,1
401,Université Laval,12.0,1
402,Western Michigan University,12.0,1
403,Aalborg University,13.0,2
404,Bauman Moscow State Technical University,13.0,1
405,California Baptist University,13.0,1
406,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,13.0,1
407,Fachhochschule Kiel,13.0,1
408,Federal University of Paraíba,13.0,1
409,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,13.0,1
410,Heriot-Watt University,13.0,1
411,Hubei University of Automotive Technology,13.0,1
412,Istanbul Technical University,13.0,1
413,Massachusetts Institute of Technology,13.0,1
414,Peoples' Friendship University of Russia,13.0,1
415,South Dakota State University,13.0,1
416,Technische Universität Dortmund,13.0,1
417,Universidad de Castilla-La Mancha,13.0,1
418,Universidad LaSalle,13.0,1
419,University of British Columbia - Vancouver,13.0,1
420,University of California Irvine,13.0,1
421,University of Sussex,13.0,1
422,Università degli Studi di Ferrara,13.0,1
423,Yeungnam University College,13.0,1
424,Hochschule für Technik und Wirtschaft Berlin,14.0,2
425,University of Southern Queensland,14.0,2
426,Brown University,14.0,1
427,Concordia University,14.0,1
428,Fachhochschule Dortmund,14.0,1
429,Federation University Australia,14.0,1
430,Instituto Superior de Engenharia de Lisboa,14.0,1
431,Swansea University,14.0,1
432,UNESP - Campus de Ilha Solteira,14.0,1
433,Università degli Studi di Parma,14.0,1
434,College of Industrial Technology Nihon University,15.0,1
435,Duale Hochschule Baden-Württemberg Stuttgart,15.0,1
436,Meisei University,15.0,1
437,Otto-von-Guericke-Universität Magdeburg,15.0,1
438,Tel Aviv University,15.0,1
439,Togliatti State University,15.0,1
440,Universidad Politécnica de Madrid (UPM),15.0,1
441,University of Miskolc,15.0,1
442,University of Ontario Institute of Technology,15.0,1
443,University of Ottawa,15.0,1
444,Vanderbilt University,15.0,1
445,Victoria University Australia,15.0,1
446,Cégep du Vieux Montréal,16.0,1
447,Daido Institute of Technology,16.0,1
448,Florida Atlantic University,16.0,1
449,Hope College,16.0,1
450,John von Neumann University,16.0,1
451,McMaster University,16.0,1
452,Minnesota State University Mankato,16.0,1
453,Technological University Dublin,16.0,1
454,Universiti Teknologi MARA,16.0,1
455,University of Agder,16.0,1
456,University of Oulu,16.0,1
457,Universität Siegen,16.0,1
458,VIT University - Vellore,16.0,1
459,Worcester Polytechnic Institute,16.0,1
460,Aston University,17.0,1
461,California State University Fullerton,17.0,1
462,Reykjavík University,17.0,1
463,Universidade Independente,17.0,1
464,University College Dublin,17.0,1
465,University of the West of Scotland,17.0,1
466,University of Windsor,17.0,1
467,Université de Sherbrooke,17.0,1
468,Hochschule für Technik und Wirtschaft Mittweida,18.0,2
469,Michigan Technological University,18.0,2
470,University of Delaware,18.0,2
471,University of Manitoba,18.0,2
472,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,18.0,1
473,Escola Universitària Salesiana de Sarrià (UAB),18.0,1
474,Fachhochschule für Wirtschaft und Technik,18.0,1
475,Fachhochschule Osnabrück,18.0,1
476,Georgia Southern University,18.0,1
477,University of Hartford,18.0,1
478,University of Manchester,18.0,1
479,University of Mostar,18.0,1
480,University of Southern California,18.0,1
481,University of Surrey,18.0,1
482,California State University Fresno,19.0,1
483,Jilin University,19.0,1
484,Kumoh National Institute of Technology,19.0,1
485,Moscow Polytechnic University,19.0,1
486,Portland State University,19.0,1
487,São Paulo State University - UNESP - Bauru,19.0,1
488,University of Colorado at Boulder,19.0,1
489,University of Louisiana at Lafayette,19.0,1
490,University of North Texas,19.0,1
491,Università degli Studi di Cagliari,19.0,1
492,Wichita State University,19.0,1
493,Technische Universität Kaiserslautern,20.0,2
494,Belgorod state technological university named after V. G. Shukhov,20.0,1
495,Colorado School of Mines,20.0,1
496,Hoseo University,20.0,1
497,Pellissippi State Community College,20.0,1
498,Universidade Comunitária Regional de Chapecó,20.0,1
499,Universidade Federal de Campina Grande,20.0,1
500,Universidade Federal do Paraná,20.0,1
501,University of Cambridge,20.0,1
502,University of Evansville,20.0,1
503,University of Warwick,20.0,1
504,Chulalongkorn University,21.0,1
505,Mississippi State University,21.0,1
506,National University of Singapore,21.0,1
507,University of Pennsylvania,21.0,1
508,Universität der Bundeswehr München,21.0,1
509,Wayne State University,21.0,1
510,Prince of Songkla University,22.0,2
511,Warsaw University of Technology,22.0,2
512,Cooper Union,22.0,1
513,Deggendorf Institute of Technology,22.0,1
514,James Cook University,22.0,1
515,Saitama University,22.0,1
516,Slovak University of Technology in Bratislava,22.0,1
517,Technical University of Sofia,22.0,1
518,University of Ulsan,22.0,1
519,University of Virginia,22.0,1
520,Ural State University of Railway Transport,22.0,1
521,Saarland University,23.0,1
522,Bergische Universität Wuppertal,24.0,1
523,Birmingham City University,24.0,1
524,Clarkson University,24.0,1
525,Faculty of Textile Science &amp; Technology. Shinshu University,24.0,1
526,Hunan University,24.0,1
527,North Carolina Agricultural and Technical State University,24.0,1
528,University of Liverpool,24.0,1
529,Washington University in St. Louis,24.0,1
530,Carnegie Mellon University,25.0,1
531,Hochschule Offenburg,25.0,1
532,San Diego State University,25.0,1
533,Southern Illinois University Carbondale,25.0,1
534,University of California Davis,25.0,1
535,University of Central Florida,25.0,1
536,University of Hull,25.0,1
537,University of Sunderland,25.0,1
538,Washington State University,25.0,1
539,Brandenburgische Technische Universität Cottbus,26.0,1
540,LeTourneau University,26.0,1
541,University of Nottingham,26.0,1
542,University of Southern Denmark,26.0,1
543,University of Wisconsin-Platteville,26.0,1
544,University of Wyoming,26.0,1
545,Ain Shams University,27.0,2
546,Bradley University,27.0,1
547,Brigham Young University,27.0,1
548,Guangxi University of Science and Technology,27.0,1
549,Milwaukee School of Engineering,27.0,1
550,Northwestern University,27.0,1
551,Southern Taiwan University of Technology,27.0,1
552,Syracuse University,27.0,1
553,University of Edinburgh,27.0,1
554,University of Perugia,27.0,1
555,California State University Chico,28.0,1
556,Ferdowsi University of Mashad,28.0,1
557,Karel de Grote University College,28.0,1
558,Montana State University - Bozeman,28.0,1
559,Union College,28.0,1
560,Ajou University,29.0,1
561,Cape Peninsula University of Technology,29.0,1
562,Fachhochschule Frankfurt am Main,29.0,1
563,Indiana University – Purdue University Indianapolis,29.0,1
564,MIT World Peace University,29.0,1
565,Nizhny Novgorod State Technical University,29.0,1
566,Politecnico di Bari,29.0,1
567,Polytechnic Institute of New York University,29.0,1
568,Technische Universität Ilmenau,29.0,1
569,Tokyo Metropolitan University,29.0,1
570,University of Arizona,29.0,1
571,University of New Hampshire,29.0,1
572,University of Stavanger,29.0,1
573,Østfold University College,29.0,1
574,Harbin Institute of Technology at Weihai,30.0,1
575,Instituto Tecnológico de Chihuahua,30.0,1
576,Rayat Institute of Engineering and Information Technology,30.0,1
577,Santa Clara University,30.0,1
578,University of Exeter,30.0,1
579,University of North Dakota,30.0,1
580,University of North Florida,30.0,1
581,University of Saskatchewan,30.0,1
582,Xiamen University of Technology,30.0,1
583,Embry-Riddle Aeronautical University,31.0,1
584,Newcastle University,31.0,1
585,Polytechnic Institute of Leiria,31.0,1
586,Sinhgad College of Engineering Vadgaon,31.0,1
587,University of Houston,31.0,1
588,University of Illinois at Chicago,31.0,1
589,University of Puerto Rico,31.0,1
590,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),32.0,1
591,Gadjah Mada University,32.0,1
592,St. Cloud State University,32.0,1
593,University of Hawaii at Manoa,32.0,1
594,Dalhousie University,33.0,1
595,Kochi University of Technology,33.0,1
596,Tennessee Technological University,33.0,1
597,University of Utah,33.0,1
598,Università degli Studi di Catania,33.0,1
599,Thai-Nichi Institute of Technology,34.0,2
600,Gunma University,34.0,1
601,Hanze University of Applied Sciences Groningen,34.0,1
602,Moscow State Automobile &amp; Road Technical University - MADI,34.0,1
603,Tyumen Industrial University,34.0,1
604,Université du Québec à Chicoutimi,34.0,1
605,Zhejiang University City College,34.0,1
606,University of Kentucky,35.0,2
607,Chiba Institute of Technology,35.0,1
608,Columbia University,35.0,1
609,Kunsan National University,35.0,1
610,University of Messina,35.0,1
611,University of Patras,35.0,1
612,Florida Institute of Technology,36.0,1
613,Stevens Institute of Technology,36.0,1
614,Universidad Nacional Autónoma de México,36.0,1
615,United States Naval Academy,37.0,2
616,Ceylon-German Technical Training Institute,37.0,1
617,City University London,37.0,1
618,Hanyang University,37.0,1
619,Monroe County Community College,37.0,1
620,California State University Los Angeles,38.0,1
621,ESIA San Luis Potosi,38.0,1
622,Universidad Nacional Experimental Politécnica,38.0,1
623,University of Delhi,38.0,1
624,FAMU-FSU College of Engineering,39.0,1
625,Fukui University of Technology,39.0,1
626,Loyola Marymount University,39.0,1
627,Texas Tech University,39.0,1
628,University of Colorado Denver,39.0,1
629,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,40.0,1
630,National University of Sciences and Technology - Karachi,40.0,1
631,Universidad de Oriente Venezuela,40.0,1
632,University of British Columbia - Okanagan,40.0,1
633,Chungbuk National University,41.0,1
634,Grand Valley State University,41.0,1
635,Hiroshima Institute of Technology,41.0,1
636,Teikyo University,41.0,1
637,Universidad Iberoamericana,41.0,1
638,Southern Methodist University,42.0,1
639,University of South Carolina,42.0,1
640,Nelson Mandela Metropolitan University,43.0,1
641,Nicholls State University,43.0,1
642,Universidad de las Fuerzas Armadas - ESPE,43.0,1
643,Universidad Politecnica Salesiana,43.0,1
644,Universidad Interamericana de Puerto Rico,44.0,1
645,University of Alabama at Birmingham,44.0,1
646,Aso College of Automotive Engineering and Technology,45.0,2
647,Osaka Prefecture University,45.0,2
648,Hokkaido Automotive Engineering College,45.0,1
649,Indian Institute of Technology Delhi,45.0,1
650,Tottori University,45.0,1
651,Recinto Universitario de Mayagüez,46.0,1
652,Central Piedmont Community College,47.0,1
653,HAN University of Applied Sciences,47.0,1
654,WIZ International College of Information and Technology,47.0,1
655,Colorado Mesa University,48.0,1
656,University of California Santa Barbara,48.0,1
657,University of the Pacific,48.0,1
658,Florida International University,49.0,1
659,Hochschule Bonn-Rhein-Sieg,49.0,1
660,Virginia Commonwealth University,49.0,1
661,California State University Long Beach,50.0,1
662,National Taipei University of Technology,50.0,1
663,National Tsing Hua University,51.0,1
664,The University of Texas at Dallas,51.0,1
665,Universidad Panamericana Sede México,51.0,1
666,Universidad Metropolitana,52.0,1
667,University of Maine,52.0,1
668,Lakehead University,53.0,1
669,The University of Kitakyushu,55.0,1
670,University of St. Thomas,55.0,1
671,Cairo University,56.0,1
672,University of Moratuwa,56.0,1
673,Ana G. Méndez University - Gurabo,57.0,1
674,Case Western Reserve University,57.0,1
675,Ferris State University,57.0,1
676,North Dakota State University,57.0,1
677,Seoul National University of Science and Technology,57.0,1
678,Sebelas Maret University,58.0,1
679,University of Portland,58.0,1
680,Leibniz Universität Hannover,59.0,1
681,University of Minnesota Duluth,60.0,1
682,University of Toyama,60.0,1
683,Penn State Harrisburg,61.0,1
684,Alabama A&amp;M University,65.0,1
685,Universidad Central de Venezuela,65.0,1
686,Universidad del Zulia,73.0,1
687,Central Michigan University,74.0,2
688,Miami University,75.0,1
689,Universidad Autónoma del Estado de México,78.0,1
690,Binghamton University,79.0,1
691,Polytechnic University of Puerto Rico,81.0,1
692,University of Alabama in Huntsville,83.0,1
693,Purdue University - Northwest,86.0,1
694,Acharya Institute of Technology,inf,0
695,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,inf,0
696,Akita Prefectural University,inf,0
697,Alexandria University,inf,0
698,Aligarh Muslim University,inf,0
699,Amity School of Engineering and Technology,inf,0
700,Amrita School of Engineering Coimbatore,inf,0
701,Amrutvahini College Of Engineering Sangamner,inf,0
702,Aoyama Gakuin University,inf,0
703,Arab Academy for Science Technology &amp; Maritime Transport (AASTMT),inf,0
704,Ataturk University,inf,0
705,Bangalore Institute of Technology,inf,0
706,Berlin School of Economics,inf,0
707,Bharati Vidyapeeth College of Engineering,inf,0
708,Bhartiya Institute of Engineering and Technology,inf,0
709,Birla Institute of Science and Technology Pilani - Dubai,inf,0
710,Birla Institute of Technology &amp; Science  Pilani,inf,0
711,Birla Institute of Technology Mesra,inf,0
712,BITS Pilani KK Birla Goa Campus,inf,0
713,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,inf,0
714,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,inf,0
