Rank,University,#,Points
58,Pimpri Chinchwad College Of Engineering,1,62.93
59,Georgia Institute of Technology,2,62.900000000000006
60,Università degli studi di Padova,9,62.67444444444444
61,Wroclaw University of Technology,2,62.555
62,Fachhochschule München,31,62.346774193548384
63,Gadjah Mada University,2,62.34
64,Technische Universiteit Eindhoven,25,62.2292
65,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),17,62.14117647058824
66,Brno University of Technology,4,61.8925
67,California State Polytechnic University - San Luis Obispo,4,61.85
68,Universidade de Lisboa - Instituto Superior Técnico,24,61.69916666666666
69,Università degli Studi di Parma,5,61.65200000000001
70,National Taiwan University,1,61.58
71,Olin College of Engineering,3,61.23333333333334
72,Technische Universität Bergakademie Freiberg,25,60.897600000000004
73,Technion - Israel Institute of Technology,1,60.8
74,Western Washington University,1,60.6
75,University of Queensland,5,60.55
76,University of Sussex,1,60.2
77,Norwegian University of Science and Technology,19,60.084210526315786
78,COEP Technological University ,1,59.99
79,Drexel University,1,59.9
80,University of Birmingham,1,59.5
81,University of British Columbia - Vancouver,1,59.4
82,École Polytechnique Fédérale de Lausanne,8,59.3775
83,National Tsing Hua University,4,59.347500000000004
84,North Carolina State University,1,59.3
85,Technische Universität Chemnitz,6,59.14833333333333
86,Technical University of Munich,37,59.14324324324325
87,University of Maryland,1,59.0
88,Westsächsische Hochschule Zwickau,30,58.87333333333333
89,Hochschule Mannheim,7,58.82714285714286
90,Cairo University,2,58.7
91,Technical University of Denmark,1,58.5
92,Zürcher Hochschule für Angewandte Wissenschaften,2,58.415000000000006
93,Western University,3,58.166666666666664
94,Otto-von-Guericke-Universität Magdeburg,1,58.0
95,Ulm University of Applied Sciences,2,57.735
96,University of Technology Sydney,5,57.657999999999994
97,Hochschule für Angewandte Wissenschaften Hamburg,2,57.595
98,Tallinn TU UAS,25,57.44519999999999
99,Loughborough University,1,57.2
100,University of North Carolina at Asheville,1,57.0
101,Technische Universität Darmstadt,30,56.92266666666667
102,PSG Institute of Technology and Applied Research,1,56.87
103,Universität Bayreuth,18,56.818333333333335
104,University of Bath,8,56.79875
105,Leopold-Franzens-Universität Innsbruck,3,56.589999999999996
106,Tongji University,4,56.4525
107,Coventry University,1,56.4
108,Fachhochschule für Wirtschaft und Technik,17,56.353529411764704
109,Concordia University,1,56.0
110,Istanbul Technical University,1,56.0
111,VIT University - Chennai,1,55.9
112,University of Wollongong,3,55.870000000000005
113,R.V.College of Engineering,1,55.85
114,Griffith University,1,55.78
115,Curtin University,1,55.47
116,Universität Paderborn,5,55.434000000000005
117,Technische Universität Wien,24,55.41041666666666
118,University of Toronto,1,55.4
119,Ostfalia University of Applied Sciences,15,55.36133333333334
120,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,13,55.33230769230769
121,Ghent University,2,55.215
122,Delhi Technological University,1,55.19
123,The University of Michigan-Dearborn,2,55.099999999999994
124,Czech Technical University in Prague,24,54.95624999999999
125,Purdue University - West Lafayette,4,54.85
126,Ostbayerische Technische Hochschule Regensburg,10,54.647000000000006
127,Politecnico di Torino,22,54.61909090909091
128,Texas A&M University,1,54.5
129,University of Adelaide,3,54.46666666666666
130,RMIT University,10,54.448
131,Fachhochschule Kiel,26,54.27653846153847
132,California Institute of Technology,2,54.25
133,Ain Shams University,1,54.1
134,University of Iceland,12,54.067499999999995
135,Kingston University,3,54.06666666666666
136,Virginia Polytechnic Institute and State University,2,53.95
137,Pakistan Institute of Engineering & Applied Sciences,1,53.8
138,Smt. Kashibai Navale College of Engineering,1,53.8
139,Universidad Pontificia Comillas,5,53.788
140,MCT's Rajiv Gandhi Institute of Technology,1,53.63
141,UAS Würzburg-Schweinfurt,9,53.431111111111115
142,Leibniz Universität Hannover,26,53.31230769230769
143,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),23,53.28391304347825
144,Hochschule Bonn-Rhein-Sieg,23,53.1995652173913
145,Hochschule für angewandte Wissenschaften Augsburg,18,53.13666666666666
146,University of Melbourne,3,52.96
147,Universidad Politécnica de Madrid (UPM),7,52.83142857142857
148,Indian Institute of Technology Roorkee,1,52.8
149,Hochschule Darmstadt UAS,3,52.403333333333336
150,University of Ontario Institute of Technology,2,52.400000000000006
151,Hochschule Niederrhein,1,52.34
152,KU Leuven - Group T Campus,25,52.333999999999996
153,Deggendorf Institute of Technology,26,52.27230769230769
154,Hochschule für Angewandte Wissenschaften Hof,8,52.120000000000005
155,University of Southern California,1,52.0
156,Technische Universität Berlin,10,51.979
157,Universidad Politecnica Salesiana,1,51.6
158,University of Utah,2,51.5
159,École Polytechnique de Montréal,4,51.112500000000004
160,University of Iowa,1,51.1
161,Alma Mater Studiorum - Università di Bologna,2,50.78
162,University of Cincinnati,1,50.6
163,Technische Universität Hamburg,27,50.44777777777778
164,Universidad Nacional Autónoma de México,1,50.3
165,Technische Universität Ilmenau,9,50.212222222222216
166,Indian Institute of Technology Bombay,9,50.06666666666667
167,Università degli Studi di Trento,6,49.91833333333333
168,Università degli Studi di Napoli Federico II,2,49.65
169,Budapest University of Technology and Economics,19,49.55578947368421
170,Toyohashi University of Technology,2,49.375
171,Ben-Gurion University of the Negev,6,49.305
172,Universität Kassel,6,48.88666666666666
173,Duale Hochschule Baden-Württemberg Mosbach,1,48.88
174,University of Texas at Austin,4,48.875
175,Slovak University of Technology in Bratislava,18,48.839444444444446
176,Swinburne University of Technology,10,48.57600000000001
177,Technische Universität Kaiserslautern,19,48.55105263157894
178,TECNUN - University of Navarra,14,48.499285714285726
179,Portland State University,1,47.9
180,University of Illinois at Urbana-Champaign,4,47.875
181,Université Laval,7,47.53285714285715
182,University of California Berkeley,1,47.4
183,University of Surrey,4,47.4
184,Hochschule Aalen - Technik und Wirtschaft,15,47.30133333333333
185,Saarland University,6,47.300000000000004
186,KTH Royal Institute of Technology,8,47.06999999999999
187,UAS Kempten,3,47.00666666666666
188,Liverpool John Moores University,1,47.0
189,Chalmers University of Technology,11,46.76636363636364
190,Ruhr-Universität Bochum,2,46.614999999999995
191,Ramaiah Institute of Technology,1,46.61
192,The Hague University of Applied Sciences,1,46.4
193,Beijing Institute of Technology,1,46.3
194,Indian Institute of Technology Delhi,5,46.206
195,University of Minnesota Twin Cities,1,46.2
196,Georg-Simon-Ohm-Hochschule Nürnberg,15,46.14266666666667
197,San José State University,4,46.125
198,University of Southern Denmark,12,46.12083333333334
199,Hochschule Esslingen,20,45.973
200,University of Western Australia,3,45.870000000000005
201,Democritus University of Thrace,1,45.8
202,University of Patras,12,45.775000000000006
203,Hochschule RheinMain,17,45.5035294117647
204,Friedrich-Alexander-Universität Erlangen-Nürnberg,3,45.23
205,Escola d'Enginyeria de Barcelona Est. EEBE,11,45.16
206,Poznan University of Technology,2,45.120000000000005
207,University of Burgundy - ISAT,1,45.1
208,Central South University - Changsha,1,45.0
209,Guangdong University of Technology,1,45.0
210,Iwate University,4,44.8025
211,Duale Hochschule Baden-Württemberg - Mannheim,8,44.678749999999994
212,Sepuluh Nopember Institute of Technology,1,44.53
213,Technische Hochschule Köln,19,44.10631578947369
214,Shizuoka Institute of Science and Technology,6,43.913333333333334
215,Università degli Studi di Roma La Sapienza,13,43.90384615384615
216,Fachhochschule Konstanz,6,43.876666666666665
217,University of Bristol,2,43.849999999999994
218,Helsinki Metropolia University of Applied Sciences,15,43.81733333333333
219,Fachhochschule Osnabrück,15,43.782666666666664
220,Technische Universität Clausthal,9,43.653333333333336
221,University of California Irvine,1,43.6
222,Universität Duisburg-Essen,13,43.58153846153846
223,Technische Hochschule Ingolstadt,20,43.367999999999995
224,Technische Universität Graz,13,43.11615384615384
225,Universidad Politécnica de Cartagena,3,43.06666666666666
226,AGH University of Science and Technology,4,42.875
227,University of Zagreb,4,42.6325
228,Hochschule Landshut,6,42.34833333333333
229,Bern University of Applied Sciences,8,42.2625
230,Kookmin University,1,41.9
231,Universität Siegen,18,41.8161111111111
232,Instituto Superior de Engenharia de Lisboa,2,41.8
233,Kanagawa University,3,41.77
234,Technische Hochschule Ostwestfalen-Lippe,2,41.695
235,University of New South Wales - Australian Defence Force Academy,1,41.57
236,SRM Institute of Science and Technology - Kattankulathur,1,41.49
237,Jilin University,1,41.4
238,King Mongkut's University of Technology Thonburi,1,41.25
239,Hochschule für Technik und Wirtschaft Mittweida,1,41.14
240,Liaoning University of Technology,2,40.97
241,VIT University - Vellore,4,40.3425
242,San Diego State University,3,40.26666666666667
243,University of Applied Sciences Ravensburg-Weingarten,3,40.25333333333334
244,Tohoku University,7,40.214285714285715
245,University College Dublin,1,40.2
246,Technische Universität Dortmund,2,40.17
247,Vrije Universiteit Brussel,1,39.44
248,The University of Akron,2,39.2
249,Hochschule Ruhr West - UAS,5,38.93599999999999
250,Technische Universität Braunschweig,16,38.73125
251,University of South Australia,2,38.5
252,Imperial College London,4,38.375
253,National Cheng Kung University,1,38.28
254,Seikei University,1,38.28
255,Università degli studi di Trieste,1,37.84
256,Thomas More Mechelen - De Nayer,5,37.208
257,Moscow State Automobile & Road Technical University - MADI,8,37.136250000000004
258,Universität Bremen,8,36.905
259,Rajshahi University of Engineering & Technology,1,36.71
260,Universidad de Castilla-La Mancha,1,36.0
261,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),1,35.9
262,Toyota Technical College Nagoya,7,35.502857142857145
263,Harbin Institute of Technology at Weihai,3,35.38333333333333
264,Universidad de Oviedo,3,35.06666666666666
265,Hubei University of Automotive Technology,1,34.94
266,University of New South Wales,2,34.365
267,Belgorod state technological university named after V. G. Shukhov,1,34.0
268,University of Waterloo,2,33.9
269,Kennesaw State University,2,33.65
270,University of Belgrade (Универзитет у Београду),2,33.63
271,University of Tasmania,3,33.41
272,University of Ljubljana,13,32.86769230769231
273,Lund University,1,32.8
274,University of Leicester,2,32.55
275,University of Stavanger,8,31.45
276,University of La Laguna,1,31.2
277,The University of Newcastle,3,31.086666666666662
278,Yıldız Technical University,3,30.213333333333335
279,Queensland University of Technology,4,29.375
280,Guangxi Science and Technology University Lushan College,1,29.21
281,Newcastle University,2,28.15
282,University of California Davis,4,26.925
283,Lancaster  University,4,26.824999999999996
284,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),2,25.695
285,Niigata Institute of Technology,2,24.869999999999997
286,Islamic Azad University of Karaj,1,23.4
287,Technical University of Cluj-Napoca,1,23.3
288,Manchester Metropolitan University,1,22.2
289,Universität der Bundeswehr München,1,21.99
290,Brunel University London,1,21.8
291,Rhein-Waal University of Applied Sciences,1,21.6
292,Hefei University of Technology,1,19.4
293,Daido Institute of Technology,1,18.75
294,Hochschule Düsseldorf,2,16.43
295,Kanagawa Institute of Technology,3,15.670000000000002
296,University of Agder,1,5.1
297,University of Alcalá,1,1.92
298,Kyushu Institute of Technology,1,1.25
299,National Taipei University of Technology,1,0.0
300,University of California - Santa Cruz,1,0.0
301,University of Texas at San Antonio,1,0.0
