Rank,University,#,Points
282,R.V.College of Engineering,1,23.47
283,Rajshahi University of Engineering & Technology,1,22.0
284,Vrije Universiteit Brussel,1,21.68
285,Drexel University,1,20.0
286,McMaster University,1,20.0
287,University of La Laguna,1,20.0
288,Niigata Institute of Technology,2,17.0
289,University of Bristol,2,15.0
290,Technical University of Cluj-Napoca,1,10.9
291,University of Maryland,1,10.0
292,Kyushu Institute of Technology,1,9.0
293,Universidad de Castilla-La Mancha,1,7.0
294,Warsaw University of Technology,1,5.0
295,Delhi Technological University,1,0.0
296,Rhein-Waal University of Applied Sciences,1,0.0
297,Rutgers The State University of New Jersey,1,0.0
298,University of Alcalá,1,0.0
299,University of Cincinnati,1,0.0
300,University of Oxford,1,0.0
301,University of Southern California,1,0.0
