Rank,University,#,Points
125,University of Tasmania,5,27.076
126,California State University Northridge,22,27.045
127,University of Maryland,21,27.044761904761902
128,Technische Universität Darmstadt,17,26.824117647058824
129,UAS Kempten,29,26.696206896551725
130,University of Toronto,36,26.676666666666666
131,Pennsylvania State University,27,26.554814814814815
132,Loughborough University,35,26.529999999999998
133,Technische Hochschule Ostwestfalen-Lippe,15,26.499333333333333
134,Dartmouth College,17,26.47941176470588
135,Lund University,16,26.387500000000003
136,Oregon State University,14,26.32
137,Duale Hochschule Baden-Württemberg Stuttgart,3,26.30666666666667
138,Centro Universitário Facens,19,26.210526315789473
139,MIT World Peace University,3,26.19333333333333
140,AGH University of Science and Technology,17,26.15529411764706
141,Fachhochschule Konstanz,33,26.069999999999997
142,Ulm University of Applied Sciences,26,26.01153846153846
143,Universitas Negeri Yogyakarta,5,25.889999999999997
144,Nagoya University,13,25.77153846153846
145,Ferdowsi University of Mashad,1,25.65
146,École Polytechnique de Montréal,30,25.619000000000003
147,Hochschule Darmstadt UAS,31,25.614516129032257
148,Tokyo City University,17,25.60529411764706
149,University of Melbourne,18,25.572222222222226
150,The Ohio State University,34,25.485294117647054
151,Swinburne University of Technology,11,25.343636363636367
152,Fachhochschule Aachen,23,25.27739130434782
153,Saginaw Valley State University,21,25.23761904761905
154,Purdue University - West Lafayette,29,25.004827586206897
155,Università degli Studi di Firenze,13,24.976153846153846
156,Western University,34,24.834999999999997
157,Technion - Israel Institute of Technology,12,24.63166666666667
158,National University of Singapore,16,24.626875
159,Universidade Federal de Minas Gerais,7,24.56
160,Kokushikan University,20,24.5565
161,University of Wales Trinity Saint David,10,24.540000000000003
162,University of New South Wales,20,24.5245
163,University of Florida,27,24.386296296296294
164,Hochschule Pforzheim,15,24.30466666666667
165,Czech University of Life Sciences Prague,15,24.210666666666665
166,University of Seville,20,24.180500000000002
167,University of California San Diego,14,24.042857142857144
168,Technische Hochschule Köln,5,23.962
169,University of Cincinnati,32,23.89
170,Western Washington University,18,23.71944444444445
171,University of Toledo,39,23.715897435897435
172,Nippon Institute of Technology,11,23.684545454545457
173,Fachhochschule Hannover,18,23.67
174,Georgia Southern University,13,23.661538461538463
175,University of Adelaide,17,23.598235294117647
176,University of Waikato,10,23.57
177,University of Nebraska–Lincoln,15,23.362000000000005
178,École Centrale de Lyon,12,23.069999999999997
179,Carleton University,25,23.0192
180,Georgia Institute of Technology,29,23.014482758620687
181,Rose-Hulman Institute of Technology,12,22.98333333333333
182,University of Maribor,30,22.982333333333333
183,Staffordshire University,4,22.7
184,University of New Mexico,19,22.609473684210528
185,Shizuoka Institute of Science and Technology,14,22.587142857142858
186,Università di Pisa,24,22.4875
187,University of Waterloo,33,22.435454545454547
188,Østfold University College,1,22.4
189,McGill University,26,22.314999999999998
190,University of Sydney,18,22.31333333333333
191,Universidade Estadual de Campinas,14,22.272142857142853
192,University of South Florida,21,22.17666666666667
193,Rutgers The State University of New Jersey,32,21.980937500000003
194,Dwarkadas. J. Sanghvi College of Engineering,7,21.895714285714284
195,Hochschule für Technik und Wirtschaft Berlin,17,21.751176470588234
196,Chiba University,15,21.707333333333338
197,Prince of Songkla University,5,21.656
198,California State Polytechnic University - San Luis Obispo,21,21.539523809523807
199,Hochschule Bonn-Rhein-Sieg,3,21.516666666666666
200,Cardiff University Wales,24,21.036666666666665
201,Teikyo University,3,21.02
202,Université Laval,19,20.914210526315788
203,Louisiana State University,21,20.81047619047619
204,KTH Royal Institute of Technology,10,20.806
205,Minnesota State University Mankato,17,20.779411764705884
206,Hochschule RheinMain,16,20.718125
207,Kanazawa University,18,20.680555555555554
208,Università della Calabria,11,20.48818181818182
209,Vishwakarma Institute of Technology,2,20.485
210,Kanazawa Institute of Technology,14,20.360714285714284
211,Togliatti State University,4,20.354999999999997
212,Luleå University of Technology,5,20.26
213,Villanova University,12,20.23333333333333
214,University of New South Wales - Australian Defence Force Academy,14,20.214285714285715
215,California Baptist University,4,20.125
216,Instituto Mauá de Tecnologia,11,20.124545454545455
217,Ibaraki University,14,20.09642857142857
218,University of Strathclyde,29,20.04551724137931
219,Rensselaer Polytechnic Institute,32,19.981875
220,University of Pittsburgh,34,19.936764705882354
221,University of Ontario Institute of Technology,7,19.882857142857144
222,University of Thessaly,13,19.846153846153847
223,Centro Federal de Educação Tecnológica de Minas Gerais,13,19.81076923076923
224,South Dakota School of Mines and Technology,23,19.801739130434783
225,Lovely Professional University,2,19.76
226,Rheinisch-Westfälische Technische Hochschule Aachen,20,19.7395
227,Tokyo Denki University,28,19.69
228,Siam University,3,19.646666666666665
229,University of Birmingham,34,19.450000000000003
230,University of Alabama,15,19.181333333333335
231,Embry-Riddle Aeronautical University,5,19.119999999999997
232,Gadjah Mada University,8,19.065
233,University of Kansas,42,18.94142857142857
234,Università degli Studi di Roma La Sapienza,21,18.78666666666666
235,Liaoning University of Technology,1,18.58
236,Technical University of Liberec,7,18.524285714285718
237,Meijo University,17,18.41705882352941
238,Université de Versailles-Saint-Quentin-en-Yvelines,3,18.400000000000002
239,Universität Bayreuth,11,18.25181818181818
240,Waseda University,11,18.17
241,University of Yamanashi,13,18.037692307692307
242,Doshisha University,16,18.03125
243,Tokai University,20,17.9635
244,Karlstad University,12,17.95
245,Brunel University London,31,17.86225806451613
246,Kyushu Institute of Technology,15,17.832666666666668
247,Marche Polytechnic University,11,17.743636363636366
248,The University of Newcastle,14,17.732857142857146
249,Xiamen University of Technology,3,17.73
250,Coventry University,19,17.68421052631579
251,Lawrence Technological University,30,17.683999999999994
252,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,9,17.61444444444444
253,Università degli Studi di Cagliari,4,17.48
254,Shizuoka University,16,17.439375
255,The University of Tokyo,14,17.429285714285715
256,Hochschule für Technik und Wirtschaft Mittweida,10,17.333
257,Duke University,24,17.3325
258,University of Pennsylvania,7,17.32
259,Michigan Technological University,23,17.25695652173913
260,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,13,17.171538461538464
261,Toyohashi University of Technology,12,17.16
262,University of British Columbia - Vancouver,23,17.087826086956518
263,University of Burgundy - ISAT,26,17.020769230769233
264,FH Campus Wien,12,16.916666666666664
265,Drexel University,20,16.779
266,Osaka Institute of Technology,11,16.77
267,University of Southampton,14,16.68
268,Kumoh National Institute of Technology,10,16.647
269,Tokyo Metropolitan College of Industrial Technology,1,16.45
270,Kennesaw State University,18,16.373333333333335
271,Sanyo-Onoda City University at Tokyo University of Science,8,16.29375
272,Queen's University Belfast,15,16.244666666666667
273,Ecole Nationale d'Ingénieurs de Metz,20,16.215500000000002
274,University of Glasgow,10,16.169999999999998
275,University of California Los Angeles,6,16.166666666666668
276,Sebelas Maret University,2,16.14
277,Universidad Simón Bolívar,19,16.093157894736844
278,University of Connecticut,20,16.084
279,University of Belgrade (Универзитет у Београду),17,16.031176470588235
280,Rzeszów University of Technology,12,16.01
281,University of Idaho,7,15.974285714285713
282,Escola Universitària Salesiana de Sarrià (UAB),5,15.960000000000003
283,University of Leeds,27,15.935555555555554
284,University of Huddersfield,31,15.92
285,Hochschule Mannheim,10,15.870999999999999
286,Ritsumeikan University,15,15.765333333333333
287,Ben-Gurion University of the Negev,7,15.76
288,Recinto Universitario de Mayagüez,3,15.699999999999998
289,Colorado State University,17,15.55764705882353
290,Washington University in St. Louis,15,15.384666666666668
291,Università degli Studi di Ferrara,3,15.38
292,Hoseo University,3,15.296666666666667
293,Kettering University,33,15.244545454545456
294,Kansas State University,24,15.205416666666665
295,Oakland University,28,15.154999999999998
296,Southern Illinois University Carbondale,11,15.101818181818182
297,Hochschule Niederrhein,17,15.047647058823529
298,University of North Florida,9,14.966666666666665
299,Iowa State University,29,14.95206896551724
300,University of North Carolina at Charlotte,17,14.918235294117647
301,Yıldız Technical University,15,14.874666666666666
302,University of Evansville,13,14.849230769230768
303,The University of Michigan-Dearborn,25,14.8232
304,Queensland University of Technology,10,14.815999999999999
305,University of Surrey,7,14.700000000000001
306,University of Texas at Austin,21,14.661428571428567
307,Università degli Studi di Catania,2,14.655
308,Chungbuk National University,2,14.65
309,University of Calgary,21,14.61761904761905
310,Deggendorf Institute of Technology,4,14.575000000000001
311,Escola Politècnica Superior d'Enginyeria de Manresa,10,14.474
312,Gdańsk University of Technology,8,14.432500000000001
313,Hiroshima University,8,14.37875
314,South Dakota State University,18,14.327777777777776
315,Università degli Studi di Roma Tor Vergata,17,14.32529411764706
316,Kingston University,2,14.3
317,National Tsing Hua University,3,14.259999999999998
318,Osaka Sangyo University,13,14.256923076923076
319,Case Western Reserve University,2,14.22
320,Saitama University,3,14.216666666666669
321,K. J. Somaiya College of Engineering,13,13.986153846153845
322,California State University Chico,7,13.942857142857141
323,Università degli Studi della Tuscia,10,13.86
324,Fachhochschule Osnabrück,5,13.838
325,University of Agder,2,13.8
326,King Mongkut's University of Technology Thonburi,8,13.76875
327,TECNUN - University of Navarra,15,13.732666666666665
328,Australian National University,6,13.643333333333336
329,Universidade Paulista,11,13.563636363636363
330,Università degli Studi di Napoli Federico II,7,13.489999999999998
331,University of California Santa Barbara,2,13.3
332,University of Victoria,18,13.287777777777778
333,Florida Atlantic University,12,13.266666666666666
334,Massachusetts Institute of Technology,9,13.22888888888889
335,Tennessee Technological University,13,13.131538461538462
336,College of Science and Technology Nihon University,17,13.085294117647058
337,University of Oulu,2,13.05
338,University of the Pacific,1,13.0
339,Universidade Federal do Rio de Janeiro,12,12.987499999999997
340,State University of New York at Buffalo,13,12.954615384615384
341,Grand Valley State University,5,12.919999999999998
342,Honda Technical College Kansai,22,12.9
343,University of North Dakota,13,12.849230769230768
344,University of Rijeka,10,12.796999999999999
345,Milwaukee School of Engineering,9,12.729999999999999
346,Kobe University,15,12.693999999999999
347,University of Stavanger,2,12.5
348,Washington State University,10,12.483
349,Universidad Europea de Madrid,19,12.462105263157897
350,Osaka City University,10,12.461000000000002
351,Okayama University,15,12.298666666666666
352,Universidade Federal de São João del Rei,5,12.298
353,Slovak University of Technology in Bratislava,10,12.294
354,Indiana University – Purdue University Indianapolis,4,12.200000000000001
355,University of Aberdeen,12,12.200000000000001
356,Queen's University,32,12.1540625
357,York College of Pennsylvania,13,12.092307692307692
358,Central Michigan University,5,12.06
359,University of Southern California,17,12.04529411764706
360,Honda Technical College Kanto,12,11.979999999999999
361,Università degli Studi di Parma,10,11.969
362,LeTourneau University,6,11.926666666666668
363,University of Hartford,20,11.909499999999998
364,Brandenburgische Technische Universität Cottbus,7,11.857142857142858
365,California State University Sacramento,17,11.847647058823531
366,Penn State Harrisburg,4,11.774999999999999
367,Gifu University,14,11.76142857142857
368,Aalborg University,13,11.743076923076924
369,Hokkaido University,12,11.704999999999998
370,Cégep du Vieux Montréal,8,11.7025
371,Oklahoma State University - Stillwater,17,11.676470588235295
372,Technische Universität Dresden,6,11.655
373,Beijing Institute of Technology,2,11.64
374,Tokyo University of Science,15,11.608666666666666
375,Universidade Independente,1,11.57
376,Kumaraguru College of Technology,3,11.446666666666667
377,Worcester Polytechnic Institute,16,11.420625000000001
378,Brown University,25,11.412799999999999
379,University College Dublin,4,11.370000000000001
380,Technische Universität Kaiserslautern,9,11.366666666666667
381,Hochschule Heilbronn,17,11.298235294117646
382,Moscow Polytechnic University,17,11.296470588235294
383,Ryerson University,27,11.238518518518516
384,Deakin University,11,11.22272727272727
385,Université du Québec à Trois-Rivières,23,11.150434782608695
386,Institute of Technologists,13,11.129999999999999
387,Sardar Patel College of Engineering Mumbai,3,11.126666666666667
388,Wayne State University,21,11.095238095238095
389,Harbin Institute of Technology at Weihai,7,11.040000000000001
390,Aichi Institute of Technology,9,10.996666666666666
391,SRM Institute of Science and Technology - Kattankulathur,5,10.943999999999999
392,University of South Carolina,2,10.875
393,Union College,3,10.853333333333333
394,University of Alberta,24,10.8375
395,Western Michigan University,15,10.819999999999999
396,Bauman Moscow State Technical University,10,10.808
397,University of Miskolc,5,10.791999999999998
398,Imperial College London,6,10.783333333333333
399,University of Central Lancashire,15,10.716666666666667
400,Universidade Federal de Santa Maria,10,10.654
401,Lehigh University,21,10.540952380952382
402,Universidade Federal de Itajubá - Itabira,4,10.525
403,University of Windsor,14,10.514285714285716
404,Tokyo University of Agriculture and Technology,14,10.48
405,University of Malta,6,10.465
406,University of North Texas,8,10.4375
407,Université du Québec à Chicoutimi,18,10.412777777777777
408,Belgorod state technological university named after V. G. Shukhov,3,10.363333333333333
409,University of Brescia,6,10.305000000000001
410,Lafayette College,7,10.257142857142856
411,University of Ulster,15,10.254666666666669
412,Clarkson University,19,10.162631578947368
413,University of Moratuwa,2,10.15
414,De Montfort University,7,10.142857142857142
415,University of Guelph,16,10.055625
416,University Carlos III of Madrid,11,10.027272727272726
417,California State University Fresno,9,9.979999999999999
418,Lancaster  University,17,9.826470588235296
419,Kurume Institute of Technology,13,9.774615384615386
420,University of New Hampshire,16,9.769375
421,University of Colorado at Boulder,16,9.665624999999999
422,Pittsburg State University,4,9.65
423,VIT University - Chennai,6,9.65
424,Keio University,13,9.644615384615385
425,Saarland University,15,9.545333333333334
426,Universidade Federal do Rio Grande do Sul,6,9.476666666666667
427,Università del Salento,10,9.406
428,University of Delaware,16,9.345625
429,Okayama University of Science,8,9.3325
430,Old Dominion University,13,9.316153846153846
431,Ruhr-Universität Bochum,18,9.226111111111111
432,Indian Institute of Technology Madras,9,9.20111111111111
433,University of Houston,4,9.2
434,University of California Riverside,3,9.166666666666666
435,Otto-von-Guericke-Universität Magdeburg,13,9.082307692307692
436,University of Warwick,16,9.074375
437,United States Air Force Academy,19,9.070526315789472
438,Concordia University,18,9.027222222222223
439,University of Nottingham,6,9.02
440,Kogakuin University,13,9.01
441,University of Ulsan,3,9.006666666666666
442,University of Central Florida,20,8.947500000000002
443,California State University Fullerton,11,8.91818181818182
444,Technische Hochschule Lübeck,6,8.896666666666667
445,West Virginia University,15,8.872666666666667
446,HAN University of Applied Sciences,4,8.8175
447,University of Technology Sydney,11,8.795454545454545
448,Swansea University,17,8.792352941176471
449,National Taipei University of Technology,3,8.790000000000001
450,Mississippi State University,13,8.783076923076923
451,University of Ottawa,5,8.76
452,University of Fukui,14,8.712142857142856
453,Alabama A&M University,1,8.7
454,Kinki University,16,8.645624999999999
455,University of Manitoba,25,8.6316
456,Cape Peninsula University of Technology,2,8.45
457,Ana G. Méndez University - Gurabo,2,8.35
458,Manipal Academy of Higher Education,12,8.260833333333332
459,University of Maine,2,8.2
460,Linköping University,9,8.18888888888889
461,Northwestern University,13,8.069230769230769
462,Hunan University,4,8.065000000000001
463,Marquette University,11,8.055454545454545
464,The University of Kitakyushu,5,8.004
465,Southern Methodist University,3,8.0
466,University of the Basque Country,6,7.954999999999999
467,University of Kentucky,6,7.916666666666667
468,Northern Illinois University,17,7.895882352941178
469,University of Saskatchewan,19,7.8
470,Korea University of Technology and Education,3,7.79
471,University of Wyoming,4,7.745
472,Portland State University,12,7.658333333333334
473,Dalhousie University,11,7.627272727272728
474,United States Naval Academy,20,7.528499999999999
475,University of Hawaii at Manoa,7,7.514285714285714
476,Universität der Bundeswehr München,5,7.4799999999999995
477,Montana State University - Bozeman,6,7.363333333333334
478,University of South Australia,11,7.268181818181817
479,University of Sheffield,12,7.266666666666666
480,Monroe County Community College,9,7.239999999999999
481,King Mongkut's Institute of Technology Ladkrabang,7,7.222857142857143
482,University of Texas at San Antonio,15,7.122
483,Thai-Nichi Institute of Technology,3,7.096666666666667
484,Shizuoka Professional College of Automobile Technology,6,7.09
485,John von Neumann University,10,7.075
486,University of Zagreb,8,6.976249999999999
487,Universidad Politécnica de Madrid (UPM),17,6.947058823529411
488,Niigata University,11,6.920000000000001
489,Toyota Technical College Nagoya,11,6.8090909090909095
490,University of Puerto Rico,10,6.784999999999999
491,Technological University Dublin,6,6.766666666666666
492,Manchester Metropolitan University,13,6.739230769230769
493,University of Louisville,12,6.639166666666667
494,Lakehead University,12,6.633333333333333
495,Warsaw University of Technology,13,6.579999999999999
496,Colorado School of Mines,17,6.542352941176471
497,University of California Irvine,16,6.520625
498,Temple University,21,6.420952380952381
499,Seikei University,11,6.302727272727274
500,Silesian University of Technology,6,6.234999999999999
501,McMaster University,13,6.199999999999999
502,Stevens Institute of Technology,9,6.197777777777778
503,Escola Politécnica da Universidade de São Paulo,9,6.192222222222223
504,University of Liverpool,21,6.187619047619047
505,Université de Sherbrooke,19,6.040526315789474
506,Bradley University,22,6.032272727272726
507,Florida International University,7,6.028571428571429
508,University of Manchester,11,5.9336363636363645
509,Vanderbilt University,11,5.829090909090909
510,Kunsan National University,2,5.825
511,University of California Davis,9,5.782222222222222
512,Carnegie Mellon University,11,5.7681818181818185
513,Bergische Universität Wuppertal,11,5.700909090909091
514,University of Utah,14,5.6971428571428575
515,Hiroshima Institute of Technology,6,5.6450000000000005
516,Oregon Institute of Technology,9,5.644444444444444
517,Leibniz Universität Hannover,4,5.5525
518,Wichita State University,12,5.361666666666667
519,University of Toyama,5,5.29
520,Universidade de Lisboa - Instituto Superior Técnico,5,5.268
521,Reykjavík University,4,5.25
522,Technische Universität Dortmund,15,5.223333333333333
523,Sojo University,11,5.151818181818182
524,Arizona State University,11,5.138181818181818
525,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,7,5.014285714285714
526,University of Split,5,5.008
527,Columbia University,16,5.00625
528,Cedarville University,7,4.857142857142857
529,University of Minnesota Duluth,6,4.783333333333333
530,University of Colorado Denver,7,4.742857142857143
531,Sepuluh Nopember Institute of Technology,6,4.713333333333334
532,Heriot-Watt University,8,4.7
533,University of British Columbia - Okanagan,5,4.68
534,Middle Tennessee State University,4,4.6674999999999995
535,University of Alabama in Huntsville,2,4.645
536,San Diego State University,16,4.568125
537,California State University Los Angeles,6,4.533333333333333
538,University of Arizona,18,4.493333333333333
539,Newcastle University,3,4.486666666666667
540,University of Wolverhampton,6,4.466666666666667
541,Meisei University,14,4.432857142857143
542,Gujarat Technological University,5,4.43
543,Fachhochschule Dortmund,14,4.364285714285715
544,Chiba Institute of Technology,8,4.3325
545,Universitatea Transilvania din Braşov,23,4.230434782608696
546,University of Wisconsin-Platteville,14,4.228571428571429
547,Miami University,3,4.2
548,St. Cloud State University,8,4.1875
549,North Carolina Agricultural and Technical State University,3,4.173333333333333
550,Yeungnam University College,22,4.171818181818183
551,University of Portsmouth,15,3.949333333333333
552,PSG College of Technology,4,3.8625
553,University of Hull,8,3.8375
554,Cooper Union,13,3.8092307692307688
555,Texas Tech University,10,3.771
556,University of Cadiz,6,3.75
557,R.V.College of Engineering,17,3.6388235294117646
558,Tokyo Metropolitan University,4,3.59
559,University of Southern Queensland,5,3.5200000000000005
560,Universiti Teknologi MARA,1,3.5
561,Binghamton University,3,3.48
562,Polytechnic Institute of New York University,5,3.4200000000000004
563,UniSALESIANO Araçatuba,2,3.4
564,Syracuse University,8,3.3825000000000003
565,University of Southern Denmark,5,3.38
566,VIT University - Vellore,11,3.338181818181818
567,Southern Illinois University Edwardsville,6,3.283333333333333
568,University of the West of Scotland,3,3.2266666666666666
569,Polytechnic Institute of Leiria,5,3.192
570,University of Sussex,13,3.0492307692307694
571,Universidad Metropolitana,7,3.0142857142857147
572,UNESP - Campus de Ilha Solteira,7,2.8857142857142857
573,Colorado Mesa University,6,2.8833333333333333
574,Florida Institute of Technology,12,2.7916666666666665
575,University of Illinois at Chicago,16,2.7562499999999996
576,Universidad Nacional Autónoma de México,12,2.75
577,Faculty of Textile Science & Technology. Shinshu University,5,2.7399999999999998
578,Birmingham City University,8,2.725
579,College of Industrial Technology Nihon University,11,2.6936363636363634
580,Indian Institute of Technology Kharagpur,4,2.6275
581,University of Louisiana at Lafayette,4,2.625
582,Hokkaido Automotive Engineering College,1,2.5
583,Instituto Superior de Engenharia de Lisboa,1,2.5
584,Nizhny Novgorod State Technical University,1,2.5
585,University of Alabama at Birmingham,1,2.5
586,University of Messina,1,2.5
587,Zhejiang University City College,1,2.5
588,Ferris State University,11,2.4272727272727272
589,California State University Long Beach,8,2.4162500000000002
590,University of Dundee,6,2.1999999999999997
591,University of Perugia,5,2.118
592,Tottori University,9,2.035555555555556
593,Universidad de Castilla-La Mancha,3,2.0
594,FAMU-FSU College of Engineering,6,1.9316666666666666
595,Purdue University - Northwest,5,1.9
596,University of Patras,6,1.8833333333333335
597,Sheffield Hallam University,15,1.88
598,Dr. D. Y. Patil Institute Of Engineering and Technology,2,1.75
599,University of Mostar,2,1.75
600,Vishwakarma Institute of Information Technology,4,1.75
601,Western Sydney University,2,1.75
602,University of St. Thomas,4,1.7
603,Daido Institute of Technology,8,1.69625
604,Aso College of Automotive Engineering and Technology,5,1.3559999999999999
605,Central Piedmont Community College,2,1.25
606,Fachhochschule Frankfurt am Main,2,1.25
607,Universidad Iberoamericana,2,1.25
608,Universidad de Vigo,13,1.2307692307692308
609,Peoples' Friendship University of Russia,8,1.1875
610,The University of Texas at Dallas,3,1.1666666666666667
611,University of Sunderland,14,1.1642857142857144
612,Setsunan University,10,1.081
613,Universidade Federal Fluminense - Niterói,11,1.0272727272727273
614,Ain Shams University,6,1.0
615,Universidad Rey Juan Carlos,7,1.0
616,Universitat Jaume I,7,1.0
617,University of Edinburgh,6,1.0
618,Gheorghe Asachi Technical University of Iaşi,9,0.9444444444444444
619,Universidade de Brasília,7,0.9414285714285714
620,Aston University,18,0.8888888888888888
621,Instituto Tecnológico de Chihuahua,16,0.875
622,São Paulo State University - UNESP - Bauru,4,0.875
623,Technical University of Sofia,4,0.875
624,Universidade Federal de Santa Catarina,7,0.8642857142857142
625,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,3,0.8333333333333334
626,Hochschule Offenburg,5,0.7
627,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,5,0.7
628,University of Malaga,5,0.7
629,Delhi Technological University,10,0.646
630,Ural State University of Railway Transport,8,0.625
631,Southern Taiwan University of Technology,6,0.5833333333333334
632,Karel de Grote University College,5,0.5
633,Osaka Prefecture University,5,0.5
634,Politecnico di Bari,10,0.5
635,Tel Aviv University,5,0.5
636,University of Exeter,7,0.5
637,Victoria University Australia,5,0.5
