Rank,University,#,Points
49,Alma Mater Studiorum - Università di Bologna,25,107.1388
50,Luleå University of Technology,5,106.6
51,Norwegian University of Science and Technology,4,106.5
52,Georgia Institute of Technology,29,106.20689655172414
53,Hochschule für Angewandte Wissenschaften Hamburg,48,105.99604166666666
54,University of New South Wales - Australian Defence Force Academy,14,105.85714285714286
55,Széchenyi István University,20,105.69850000000001
56,Technische Universität Wien,15,105.54733333333334
57,Curtin University,15,105.53333333333333
58,University of Tasmania,5,105.4
59,Wroclaw University of Technology,31,105.29451612903226
60,Università della Calabria,11,105.26363636363637
61,Texas A&M University,20,105.1
62,Gujarat Technological University,5,105.0
63,University of Messina,1,105.0
64,Università degli studi di Padova,29,104.75655172413794
65,Flinders University,4,104.75
66,University of Brescia,6,104.61500000000001
67,National Technical University of Athens,9,104.49111111111111
68,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),24,104.21333333333332
69,Auburn University,38,104.1992105263158
70,University of Sydney,18,104.07222222222222
71,COEP Technological University ,2,104.0
72,University of Michigan - Ann Arbor,43,103.94186046511628
73,Centro Universitário da FEI,19,103.85526315789474
74,Marche Polytechnic University,11,103.74454545454546
75,University of Adelaide,17,103.58823529411765
76,Ben-Gurion University of the Negev,7,103.50285714285714
77,Oregon State University,14,103.485
78,Technische Universität Berlin,33,103.20181818181818
79,Nirma University,1,103.18
80,The Ohio State University,34,102.63323529411764
81,Chalmers University of Technology,22,102.5909090909091
82,Escola de Engenharia de São Carlos da Universidade de São Paulo,15,102.46533333333332
83,Technische Universität Bergakademie Freiberg,10,102.425
84,University of Ulsan,3,102.34333333333332
85,The University of Akron,49,102.24755102040817
86,Politecnico di Milano,24,102.10125
87,Instituto Tecnológico de Buenos Aires,1,102.0
88,Fachhochschule Coburg,48,101.64541666666666
89,Sardar Patel College of Engineering Mumbai,3,101.33333333333333
90,Technische Universität Braunschweig,16,101.30499999999999
91,Aristotle University of Thessaloniki,22,101.2209090909091
92,University of Illinois at Urbana-Champaign,40,101.1625
93,Toyohashi University of Technology,12,100.93333333333334
94,Cardiff University Wales,24,100.69458333333334
95,University of Toronto,36,100.69444444444444
96,Nagoya Institute of Technology,17,100.25588235294117
97,Fanshawe College,1,100.0
98,University of Moratuwa,2,100.0
99,Vishwakarma Institute of Technology,2,100.0
100,Universität Kassel,21,99.95571428571427
101,University of Thessaly,13,99.88615384615385
102,University of Kansas,42,99.26428571428572
103,University of Modena and Reggio Emilia,32,99.13250000000001
104,Missouri University of Science and Technology,43,99.1046511627907
105,Hochschule Karlsruhe - Technik und Wirtschaft,35,99.01142857142857
106,Ostbayerische Technische Hochschule Regensburg,32,98.6103125
107,University of Florida,27,98.28777777777778
108,California State Polytechnic University Pomona,31,98.2258064516129
109,Politecnico di Torino,19,98.1842105263158
110,University of Oklahoma,31,97.71419354838709
111,Tokyo Denki University,28,97.625
112,The University of Tokyo,14,97.50714285714285
113,SRM Institute of Science and Technology NCR Campus,2,97.5
114,Technische Universiteit Eindhoven,12,97.5
115,University of Waterloo,33,97.45424242424242
116,Kyoto Institute of Technology,13,97.27307692307694
117,University of Waikato,10,97.14
118,Marathwada Mitra Mandal's College of Engineering,1,97.01
119,Virginia Polytechnic Institute and State University,31,96.78451612903227
120,McGill University,26,96.73076923076923
121,Harbin Institute of Technology at Weihai,7,96.71428571428571
122,Technion - Israel Institute of Technology,12,96.71083333333335
123,Brigham Young University,3,96.66666666666667
124,University of Queensland,18,96.57777777777778
125,Universität Paderborn,35,96.41828571428572
126,Pennsylvania State University,27,96.18518518518519
127,Budapest University of Technology and Economics,17,95.9970588235294
128,University of Birmingham,34,95.76470588235294
129,Poznan University of Technology,11,95.72000000000001
130,MIT World Peace University,3,95.66666666666667
131,University of California Berkeley,15,95.33333333333333
132,San José State University,21,95.19047619047619
133,Dwarkadas. J. Sanghvi College of Engineering,7,95.14285714285714
134,National University of Singapore,16,95.0625
135,SRM Institute of Science and Technology - Kattankulathur,5,93.91
136,Technische Universität Darmstadt,17,93.90588235294118
137,Ostfalia University of Applied Sciences,13,93.8076923076923
138,Kanagawa Institute of Technology,15,93.656
139,Kobe University,15,93.53999999999999
140,Universidade Independente,1,93.0
141,University of Applied Sciences Ravensburg-Weingarten,32,92.91812499999999
142,Purdue University - West Lafayette,29,92.3648275862069
143,Universität Bayreuth,11,92.0909090909091
144,University of Cincinnati,32,92.06156250000001
145,Rensselaer Polytechnic Institute,32,92.03125
146,Instituto Superior de Engenharia de Lisboa,1,92.0
147,Universidad LaSalle,1,92.0
148,Universidade Estadual de Campinas,14,91.85857142857144
149,Western Washington University,18,91.84166666666667
150,University of Sheffield,12,91.83333333333333
151,Lund University,16,91.83125
152,Technische Hochschule Mittelhessen,16,91.148125
153,California State University Northridge,22,91.0909090909091
154,Utsunomiya University,17,90.93176470588236
155,École Polytechnique de Montréal,30,90.83333333333333
156,Taylor's University,2,90.8
157,Dartmouth College,17,90.61529411764707
158,Chiba University,15,90.49466666666667
159,California State Polytechnic University - San Luis Obispo,21,90.46190476190476
160,Indian Institute of Technology Madras,9,90.35222222222222
161,Thakur College of Engineering and Technology,1,90.19
162,Central Piedmont Community College,2,90.0
163,University of Maryland,21,89.95238095238095
164,University of Minnesota Twin Cities,22,89.865
165,Shibaura Institute of Technology,20,89.8605
166,University of Leeds,27,89.68703703703704
167,Université Laval,19,89.63157894736842
168,Università di Pisa,24,89.61375
169,Queen's University Belfast,15,89.6
170,Białystok University of Technology,25,89.52159999999999
171,Østfold University College,1,89.5
172,Meijo University,17,89.12294117647059
173,Doshisha University,16,89.034375
174,Keio University,13,88.88000000000001
175,Technische Hochschule Köln,5,88.8
176,Università degli Studi di Roma La Sapienza,21,88.76761904761904
177,University of Belgrade (Универзитет у Београду),17,88.69588235294117
178,Western University,34,88.66764705882352
179,Liverpool John Moores University,11,88.63636363636364
180,Deakin University,11,88.53636363636363
181,University of New Mexico,19,88.3157894736842
182,École Centrale de Lyon,12,88.30916666666667
183,Tokyo University of Science,15,88.3
184,Università del Salento,10,88.287
185,Shri G.S. Institute of Technology and Science Indore,1,88.21
186,Lawrence Technological University,30,87.993
187,Lancaster  University,17,87.82352941176471
188,Fachhochschule Stralsund,35,87.81428571428572
189,Technische Universität Dresden,6,87.5
190,VŠB - Technical University of Ostrava,11,87.35181818181819
191,Rutgers The State University of New Jersey,32,87.21875
192,Universidad Simón Bolívar,19,87.10526315789474
193,Tokyo University of Agriculture and Technology,14,87.05071428571429
194,University of West Bohemia,10,86.80199999999999
195,University of Pittsburgh,34,86.79970588235294
196,Okayama University,15,86.59400000000001
197,Hochschule Darmstadt UAS,31,86.47258064516129
198,University of California Santa Barbara,2,86.28999999999999
199,University of Malta,6,86.15833333333332
200,Università degli Studi di Ferrara,3,86.0
201,Kettering University,33,85.84848484848484
202,Fachhochschule Konstanz,33,85.82030303030302
203,Fachhochschule Kiel,12,85.79166666666667
204,University of Maribor,30,85.641
205,Università degli Studi di Cagliari,4,85.47
206,Tokai University,20,85.45349999999999
207,University of Wales Trinity Saint David,10,85.4
208,University of British Columbia - Vancouver,23,85.17391304347827
209,Lehigh University,21,84.71428571428571
210,Università degli Studi di Parma,10,84.464
211,Technische Hochschule Ostwestfalen-Lippe,15,84.44
212,University of Surrey,7,84.42857142857143
213,Queen's University,32,84.3228125
214,University of Nebraska–Lincoln,15,84.26666666666667
215,University of Missouri,37,84.22459459459459
216,University of Strathclyde,29,84.20689655172414
217,University of Manitoba,25,84.04
218,Michigan Technological University,23,84.0208695652174
219,Kyushu Institute of Technology,15,83.79733333333333
220,KTH Royal Institute of Technology,10,83.721
221,Hochschule Niederrhein,17,83.6470588235294
222,Australian National University,6,83.63333333333333
223,Loughborough University,35,83.58828571428572
224,Linköping University,9,83.55555555555556
225,The University of Newcastle,14,83.04285714285713
226,North Carolina State University,25,83.0
227,Brown University,25,82.57279999999999
228,Kanazawa University,18,82.5
229,Bauman Moscow State Technical University,10,82.42
230,Carleton University,25,82.28
231,Shizuoka University,16,82.15875
232,AGH University of Science and Technology,17,82.1470588235294
233,Tokyo City University,17,82.07352941176471
234,KLE Technological University,1,82.0
235,University of Wyoming,4,82.0
236,University of Utah,14,81.96214285714287
237,UAS Würzburg-Schweinfurt,20,81.9255
238,Brunel University London,31,81.57870967741935
239,J.C. Bose University of Science and Technology YMCA,2,81.37
240,Osaka City University,10,81.33099999999999
241,Hochschule RheinMain,16,81.03125
242,South Dakota School of Mines and Technology,23,81.02739130434783
243,Saginaw Valley State University,21,80.71428571428571
244,University of Southampton,14,80.60714285714286
245,Kochi University of Technology,4,80.53
246,University of Liverpool,21,80.4047619047619
247,University of Ljubljana,2,80.36500000000001
248,Daido Institute of Technology,8,80.29499999999999
249,Duale Hochschule Baden-Württemberg Ravensburg,8,80.25
250,University of Victoria,18,80.16666666666667
251,Kokushikan University,20,80.04549999999999
252,Rheinisch-Westfälische Technische Hochschule Aachen,20,80.0
253,Universität Siegen,3,80.0
254,University of Seville,20,79.814
255,Tongji University,12,79.75
256,Smt. Kashibai Navale College of Engineering,6,79.58333333333333
257,Ritsumeikan University,15,79.46666666666667
258,Karlstad University,12,79.4225
259,Minnesota State University Mankato,17,79.41176470588235
260,Iowa State University,29,79.41034482758621
261,University of Alabama,15,79.33333333333333
262,Hochschule für Technik und Wirtschaft Berlin,17,79.30823529411765
263,Kanazawa Institute of Technology,14,79.13571428571429
264,Kookmin University,16,79.0625
265,Yıldız Technical University,15,78.93933333333334
266,College of Science and Technology Nihon University,17,78.87764705882353
267,University of Warwick,16,78.46875
268,Universidade Federal de Santa Maria,10,78.46600000000001
269,Universiti Teknologi MARA,1,78.4
270,Universidade Federal de São João del Rei,5,78.38000000000001
271,Dr. D. Y. Patil Institute Of Engineering and Technology,2,78.37
272,University of Aberdeen,12,78.25
273,Swansea University,17,78.0
274,Kogakuin University,13,77.97692307692307
275,Tel Aviv University,5,77.934
276,UAS Kempten,29,77.77655172413793
277,University of Technology Sydney,11,77.68181818181819
278,Hochschule Pforzheim,15,77.62266666666667
279,Université du Québec à Trois-Rivières,23,77.51608695652173
280,FH Campus Wien,12,77.48333333333333
281,Drexel University,20,77.34400000000001
282,Tokyo Metropolitan University,4,77.3375
283,Centro Federal de Educação Tecnológica de Minas Gerais,13,77.27307692307693
284,University of Split,5,77.25399999999999
285,University of Toledo,39,76.90128205128205
286,University of Windsor,14,76.78571428571429
287,University of South Florida,21,76.71428571428571
288,Villanova University,12,76.66666666666667
289,Massachusetts Institute of Technology,9,76.55555555555556
290,Symbiosis Institute of Technology,2,76.5
291,University of Glasgow,10,76.4
292,Osaka Institute of Technology,11,76.36363636363636
293,Oakland University,28,76.28571428571429
294,University of Alberta,24,76.20833333333333
295,Coventry University,19,76.13157894736842
296,University of South Australia,11,76.0909090909091
297,Colorado State University,17,76.0729411764706
298,Gifu University,14,76.03714285714285
299,D. Y. Patil College of Engineering & Technology Kasaba Bawada Kolhapur ,2,76.0
300,University of Perugia,5,75.852
301,Cooper Union,13,75.76923076923077
302,Technological University Dublin,6,75.66666666666667
303,D.Y. Patil School of Engineering Academy Ambi,2,75.5
304,McMaster University,13,75.19846153846154
305,Chungbuk National University,2,75.0
306,Pune Vidyarti Griha's college of Engineering and Technology,1,75.0
307,Tokyo Metropolitan College of Industrial Technology,1,75.0
308,University of Derby,1,75.0
309,University of Southern California,17,74.82352941176471
310,Clemson University,26,74.8076923076923
311,Seikei University,11,74.69818181818182
312,Ecole Nationale d'Ingénieurs de Metz,20,74.595
313,University of the West of England,10,74.562
314,University of North Carolina at Charlotte,17,74.41176470588235
315,Milwaukee School of Engineering,9,74.33333333333333
316,National Tsing Hua University,3,74.33333333333333
317,State University of New York at Buffalo,13,74.3146153846154
318,University of Idaho,7,74.28571428571429
319,Reykjavík University,4,74.25
320,Delhi Technological University,10,74.1
321,The University of Michigan-Dearborn,25,74.02199999999999
322,University of Yamanashi,13,74.00153846153846
323,Indian Institute of Technology Roorkee,1,74.0
324,James Cook University,2,74.0
325,National Institute of Technology - Rourkela,2,74.0
326,Université de Sherbrooke,19,73.89473684210526
327,Universität der Bundeswehr München,5,73.894
328,Kennesaw State University,18,73.83333333333333
329,Rose-Hulman Institute of Technology,12,73.75
330,Polytechnic Institute of Leiria,5,73.68199999999999
331,VIT University - Vellore,11,73.68181818181819
332,University of Agder,2,73.5
333,Arab Academy for Science Technology & Maritime Transport (AASTMT),1,73.36
334,Ruhr-Universität Bochum,18,73.30055555555556
335,University of Calgary,21,73.23809523809524
336,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,9,73.22222222222223
337,Clarkson University,19,73.14631578947369
338,Nippon Institute of Technology,11,73.0909090909091
339,Beijing Institute of Technology,2,73.0
340,Northern Illinois University,17,72.94117647058823
341,University of Texas at Austin,21,72.88857142857144
342,University of Pennsylvania,7,72.85714285714286
343,University College Dublin,4,72.75
344,University of Puerto Rico,10,72.675
345,Università degli Studi di Roma Tor Vergata,17,72.44823529411764
346,University of Colorado at Boulder,16,72.446875
347,Technical University of Liberec,7,72.14428571428572
348,K. J. Somaiya College of Engineering,13,72.0476923076923
349,University of Zagreb,8,71.97125
350,Oklahoma State University - Stillwater,17,71.82352941176471
351,Kinki University,16,71.721875
352,LeTourneau University,6,71.66666666666667
353,North Carolina Agricultural and Technical State University,3,71.66666666666667
354,Recinto Universitario de Mayagüez,3,71.66666666666667
355,Northwestern University,13,71.53846153846153
356,Cégep du Vieux Montréal,8,71.5
357,Saarland University,15,71.492
358,Osaka Sangyo University,13,71.17461538461538
359,University of Huddersfield,31,71.14709677419354
360,Rajendra Mane College of Engineering and Technology,2,71.0
361,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),3,70.85666666666667
362,Kansas State University,24,70.83333333333333
363,University of Miskolc,5,70.666
364,Università degli Studi di Napoli Federico II,7,70.49857142857142
365,University of California San Diego,14,70.42857142857143
366,University of Hartford,20,70.166
367,Hochschule Mannheim,10,70.125
368,Shizuoka Institute of Science and Technology,14,70.07714285714286
369,Florida Atlantic University,12,70.0
370,G.V.Acharya Institute of Engineering & Technology,1,70.0
371,Nagesh Karajagi Orchid College Of Engineering & Technology,1,70.0
372,Pittsburg State University,4,70.0
373,Southern Methodist University,3,70.0
374,Universidad Politecnica Salesiana,1,70.0
375,Nicholls State University,1,69.98
376,VIT University - Chennai,6,69.96666666666667
377,Worcester Polytechnic Institute,16,69.940625
378,Universidad Europea de Madrid,19,69.91631578947367
379,California State University Sacramento,17,69.89941176470587
380,King Mongkut's University of Technology Thonburi,8,69.875
381,California State University Fullerton,11,69.72727272727273
382,R.V.College of Engineering,17,69.6870588235294
383,Instituto Mauá de Tecnologia,11,69.60909090909091
384,Fachhochschule Hannover,18,69.59555555555555
385,Newcastle University,3,69.33333333333333
386,West Virginia University,15,69.23466666666667
387,University of Delaware,16,69.1875
388,Cleveland State University,2,69.0
389,Kasetsart University,5,69.0
390,Lovely Professional University,2,69.0
391,University of Edinburgh,6,69.0
392,Moscow Polytechnic University,17,68.94882352941177
393,Waseda University,11,68.88909090909091
394,Heriot-Watt University,8,68.75
395,PSG College of Technology,4,68.75
396,University of Ontario Institute of Technology,7,68.71428571428571
397,Rzeszów University of Technology,12,68.47000000000001
398,TECNUN - University of Navarra,15,68.46666666666667
399,Ulm University of Applied Sciences,26,68.41653846153847
400,University Carlos III of Madrid,11,68.37272727272726
401,Berlin School of Economics,3,68.0
402,Embry-Riddle Aeronautical University,5,68.0
403,Université de Versailles-Saint-Quentin-en-Yvelines,3,68.0
404,Dalhousie University,11,67.9090909090909
405,Concordia University,18,67.88888888888889
406,Universidad de Vigo,13,67.8076923076923
407,University of California Davis,9,67.66666666666667
408,King Mongkut's Institute of Technology Ladkrabang,7,67.64285714285714
409,United States Naval Academy,20,67.5145
410,Nihon Automobile College,10,67.5
411,Technische Universität Ilmenau,2,67.5
412,De Montfort University,7,67.42857142857143
413,Manipal Academy of Higher Education,12,67.41666666666667
414,University of Patras,6,67.33333333333333
415,Silesian University of Technology,6,67.185
416,Czech University of Life Sciences Prague,15,67.17466666666667
417,FAMU-FSU College of Engineering,6,67.10166666666667
418,Colorado School of Mines,17,67.00882352941177
419,University of Leicester,1,67.0
420,Centro Universitário Facens,19,66.94105263157896
421,TAMK University of Applied Sciences,22,66.92454545454545
422,University of Connecticut,20,66.894
423,Escola Politécnica da Universidade de São Paulo,9,66.72444444444444
424,Hochschule für Technik und Wirtschaft Mittweida,10,66.212
425,Fachhochschule Aachen,23,66.09608695652175
426,Universidad Nacional Autónoma de México,12,66.01166666666667
427,Queensland University of Technology,10,65.94
428,Cedarville University,7,65.71428571428571
429,University of North Florida,9,65.55555555555556
430,Universidade Federal de Minas Gerais,7,65.50285714285715
431,Mississippi State University,13,65.49692307692308
432,University of Colorado Denver,7,65.42857142857143
433,Slovak University of Technology in Bratislava,10,65.088
434,Ajou University,1,65.0
435,Case Western Reserve University,2,65.0
436,Kalinga Institute of Industrial Technology,2,65.0
437,University of Brighton,1,65.0
438,Louisiana State University,21,64.9047619047619
439,Washington University in St. Louis,15,64.88066666666667
440,Honda Technical College Kansai,22,64.82181818181817
441,University of Rijeka,10,64.81899999999999
442,National University of Sciences and Technology - Karachi,5,64.8
443,University of Central Florida,20,64.6
444,Toyota Technical College Nagoya,11,64.54545454545455
445,Universidade Federal do Rio Grande do Sul,6,64.51666666666667
446,Universidad Politécnica de Madrid (UPM),17,64.3529411764706
447,National Taipei University of Technology,3,64.33333333333333
448,Saitama University,3,64.33333333333333
449,Iran University of Science and Technology - Arak,1,64.0
450,Texas Tech University,10,64.0
451,Otto-von-Guericke-Universität Magdeburg,13,63.552307692307686
452,University of Stavanger,2,63.5
453,University of New Hampshire,16,63.4375
454,University of California Los Angeles,6,63.333333333333336
455,Brandenburgische Technische Universität Cottbus,7,63.294285714285714
456,Ain Shams University,6,62.833333333333336
457,Kurume Institute of Technology,13,62.78692307692308
458,Deggendorf Institute of Technology,4,62.5
459,Indian Institute of Technology Kanpur,2,62.5
460,University of Southern Denmark,5,62.4
461,Victoria University Australia,5,62.379999999999995
462,University of North Texas,8,62.375
463,York College of Pennsylvania,13,62.30769230769231
464,Carnegie Mellon University,11,62.27272727272727
465,Technische Universität Kaiserslautern,9,62.22222222222222
466,Duke University,24,62.09375
467,Escola Universitària Salesiana de Sarrià (UAB),5,62.074
468,Hope College,5,62.0
469,University of British Columbia - Okanagan,5,62.0
470,Veer Surendra Sai University of Technology,2,62.0
471,Tennessee Technological University,13,61.92307692307692
472,University of North Dakota,13,61.92307692307692
473,Hokkaido University,12,61.85166666666667
474,Staffordshire University,4,61.75
475,University of Burgundy - ISAT,26,61.73076923076923
476,John von Neumann University,10,61.711
477,National Institute of Technology - Kurukshetra,2,61.5
478,University of Fukui,14,61.45428571428572
479,University of Arizona,18,61.27777777777778
480,Birmingham City University,8,61.25
481,Honda Technical College Kanto,12,61.21916666666667
482,Chiba Institute of Technology,8,61.17
483,Gadjah Mada University,8,60.945
484,Ferris State University,11,60.90909090909091
485,Syracuse University,8,60.84875
486,Istanbul Technical University,3,60.833333333333336
487,University of Evansville,13,60.76923076923077
488,Columbia University,16,60.6875
489,Hochschule Heilbronn,17,60.62
490,Kunsan National University,2,60.515
491,Bradley University,22,60.45454545454545
492,California State University Fresno,9,60.44444444444444
493,Georgia Southern University,13,60.38461538461539
494,Western Michigan University,15,60.333333333333336
495,Democritus University of Thrace,2,60.25
496,Bergische Universität Wuppertal,11,60.209999999999994
497,University of Sussex,13,60.19230769230769
498,Universidade Federal do Rio de Janeiro,12,60.080833333333324
499,Indiana University – Purdue University Indianapolis,4,60.0
500,Jilin University,1,60.0
501,Memorial University of Newfoundland,4,60.0
502,Pellissippi State Community College,2,60.0
503,Rajarshi Shahu College Of Engineering,1,60.0
504,Shanghai Jiao Tong University,1,60.0
505,University of Louisville,12,60.0
506,University of Maine,2,60.0
507,University of Portland,1,60.0
508,University of Saskatchewan,19,60.0
509,University of the Pacific,1,60.0
510,University of Manchester,11,59.45454545454545
511,Université du Québec à Chicoutimi,18,59.44444444444444
512,Wichita State University,12,59.416666666666664
513,Fachhochschule Dortmund,14,59.339999999999996
514,Lakehead University,12,59.166666666666664
515,University of Kentucky,6,59.166666666666664
516,Fachhochschule Osnabrück,5,59.0
517,PES University,3,59.0
518,Purdue University - Northwest,5,59.0
519,South Dakota State University,18,58.888888888888886
520,Akita Prefectural University,2,58.684999999999995
521,Aligarh Muslim University,4,58.65
522,Florida International University,7,58.57142857142857
523,Lafayette College,7,58.57142857142857
524,Technical University of Sofia,4,58.4025
525,Middle East Technical University,3,58.34
526,Binghamton University,3,58.333333333333336
527,University of Guelph,16,58.125
528,Thapar Institute of Engineering and Technology,12,58.057500000000005
529,Ryerson University,27,58.05555555555556
530,UNESP - Campus de Ilha Solteira,7,58.0
531,University of Central Lancashire,15,57.8
532,Wayne State University,21,57.76190476190476
533,Togliatti State University,4,57.6825
534,Indian Institute of Technology Kharagpur,4,57.625
535,California Baptist University,4,57.5
536,University of Louisiana at Lafayette,4,57.5
537,Old Dominion University,13,57.30769230769231
538,Kumoh National Institute of Technology,10,57.3
539,Escola Politècnica Superior d'Enginyeria de Manresa,10,57.076
540,Chulalongkorn University,2,57.0
541,Grand Valley State University,5,57.0
542,Hanyang University,1,57.0
543,University of Hawaii at Manoa,7,56.714285714285715
544,North Dakota State University,9,56.666666666666664
545,Montana State University - Bozeman,6,56.5
546,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,13,56.49
547,IMT Nord Europe - Douai,3,56.333333333333336
548,Florida Institute of Technology,12,56.25
549,Hunan University,4,56.25
550,Vishwakarma Institute of Information Technology,4,56.015
551,Università degli Studi di Catania,2,56.0
552,Warsaw University of Technology,13,55.99076923076923
553,Fachhochschule für Wirtschaft und Technik,3,55.833333333333336
554,Università degli Studi della Tuscia,10,55.8
555,Sanyo-Onoda City University at Tokyo University of Science,8,55.75
556,University of Wisconsin-Platteville,14,55.714285714285715
557,Universidad de Castilla-La Mancha,3,55.666666666666664
558,University of Southern Queensland,5,55.6
559,Cape Peninsula University of Technology,2,55.5
560,Rajarambapu Institute of Technology,2,55.5
561,University of South Carolina,2,55.5
562,University of Cambridge,18,55.27777777777778
563,Institute of Technologists,13,55.25
564,Niigata University,11,55.18181818181818
565,Meisei University,14,55.13928571428571
566,Technische Universität Dortmund,15,55.13133333333334
567,California State University Chico,7,55.0
568,Central Michigan University,5,55.0
569,Jordan University of Science and Technology,1,55.0
570,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,1,55.0
571,Universidad Iberoamericana,2,55.0
572,Universidade Federal do Paraná,2,55.0
573,Instituto Tecnológico de Chihuahua,16,54.77875
574,Birla Institute of Technology Mesra,4,54.75
575,Fachhochschule Frankfurt am Main,2,54.5
576,Vanderbilt University,11,54.45454545454545
577,Marquette University,11,54.36363636363637
578,Technological Educational Institute of Western Macedonia,2,54.114999999999995
579,Southern Illinois University Carbondale,11,54.09090909090909
580,Hoseo University,3,54.0
581,Sepuluh Nopember Institute of Technology,6,54.0
582,United States Air Force Academy,19,53.94736842105263
583,Gdańsk University of Technology,8,53.864999999999995
584,Yeungnam University College,22,53.83363636363636
585,University of Portsmouth,15,53.8
586,Universitas Negeri Yogyakarta,5,53.6
587,BITS Pilani KK Birla Goa Campus,2,53.5
588,Duale Hochschule Baden-Württemberg Stuttgart,3,53.333333333333336
589,Loyola Marymount University,3,53.333333333333336
590,University of the Basque Country,6,53.25
591,Universitatea Transilvania din Braşov,23,53.160869565217396
592,DIT University,3,53.0
593,Helwan University (‏جامعة حلوان),1,53.0
594,Universidade Tecnológica Federal do Paraná,5,52.64200000000001
595,Oregon Institute of Technology,9,52.55555555555556
596,University of Wolverhampton,6,52.5
597,Cairo University,6,52.178333333333335
598,Charotar University of Science and Technology,2,52.0
599,Washington State University,10,52.0
600,Hochschule Bonn-Rhein-Sieg,3,51.666666666666664
601,Hiroshima University,8,51.5
602,Prince of Songkla University,5,51.4
603,Xiamen University of Technology,3,51.333333333333336
604,Politecnico di Bari,10,51.142
605,Universidade de Lisboa - Instituto Superior Técnico,5,50.8
606,Mansoura University,2,50.5
607,Monroe County Community College,9,50.44444444444444
608,Aalborg University,13,50.23846153846154
609,Southern Taiwan University of Technology,6,50.23499999999999
610,Korea University of Technology and Education,3,50.123333333333335
611,Universidade de Brasília,7,50.01857142857143
612,Alabama A&M University,1,50.0
613,Ana G. Méndez University - Gurabo,2,50.0
614,Colorado Mesa University,6,50.0
615,Graphic Era University,1,50.0
616,Hubei University of Automotive Technology,5,50.0
617,Isfahan University of Technology,1,50.0
618,Midwestern State University,1,50.0
619,Nelson Mandela Metropolitan University,1,50.0
620,The University of Texas at Dallas,3,50.0
621,Universidad Central de Venezuela,10,50.0
622,University of Alabama in Huntsville,2,50.0
623,University of Houston,4,50.0
624,University of Regina,3,50.0
625,Vidyavardhini's College of Engineering and Technology,2,50.0
626,Virginia Commonwealth University,1,50.0
627,University of Texas at San Antonio,15,49.6
628,Temple University,21,49.476190476190474
629,Arizona State University,11,49.45454545454545
630,University of Illinois at Chicago,16,49.25
631,Aston University,18,48.861111111111114
632,Sojo University,11,48.81818181818182
633,University of Ulster,15,48.53333333333333
634,Chitkara University Punjab,8,48.504999999999995
635,Universidade Federal de Itajubá - Itajubá,6,48.37833333333333
636,Birla Institute of Technology & Science  Pilani,5,48.346000000000004
637,MCT's Rajiv Gandhi Institute of Technology,3,48.333333333333336
638,Universidad del Zulia,3,48.333333333333336
639,Ural State University of Railway Transport,8,48.308749999999996
640,Stevens Institute of Technology,9,48.111111111111114
