Rank,University,Lowest Place,Number of Lowest Place
149,Toyohashi University of Technology,27.0,1
150,Iwate University,29.0,1
151,Niigata Institute of Technology,30.0,1
152,Toyota Technical College Nagoya,30.0,1
153,Shizuoka Institute of Science and Technology,33.0,1
154,Tohoku University,45.0,1
155,Jilin University,58.0,1
156,Kanagawa University,63.0,1
157,AGH University of Science and Technology,inf,0
158,Ain Shams University,inf,0
159,Belgorod state technological university named after V. G. Shukhov,inf,0
160,Brunel University London,inf,0
161,Cairo University,inf,0
162,California Baptist University,inf,0
163,California Institute of Technology,inf,0
164,California State Polytechnic University - San Luis Obispo,inf,0
165,Central South University - Changsha,inf,0
166,COEP Technological University ,inf,0
167,Concordia University,inf,0
168,Cornell University,inf,0
169,Coventry University,inf,0
170,Daido Institute of Technology,inf,0
171,Delhi Technological University,inf,0
172,Democritus University of Thrace,inf,0
173,Drexel University,inf,0
174,Duale Hochschule Baden-Württemberg Mosbach,inf,0
175,Dwarkadas. J. Sanghvi College of Engineering,inf,0
176,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),inf,0
177,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),inf,0
178,Friedrich-Alexander-Universität Erlangen-Nürnberg,inf,0
179,Gadjah Mada University,inf,0
180,Ghent University,inf,0
181,Griffith University,inf,0
182,Guangdong University of Technology,inf,0
183,Guangxi Science and Technology University Lushan College,inf,0
184,Harbin Institute of Technology at Weihai,inf,0
185,Heriot-Watt University,inf,0
186,Hochschule Düsseldorf,inf,0
187,Hochschule für Technik und Wirtschaft Mittweida,inf,0
188,Hochschule Karlsruhe - Technik und Wirtschaft,inf,0
189,Hochschule Niederrhein,inf,0
190,Hochschule Pforzheim,inf,0
191,Hubei University of Automotive Technology,inf,0
192,Instituto Superior de Engenharia de Lisboa,inf,0
193,Islamic Azad University of Karaj,inf,0
194,Istanbul Technical University,inf,0
195,Kanagawa Institute of Technology,inf,0
196,Karlstad University,inf,0
197,King Mongkut's University of Technology Thonburi,inf,0
198,Kingston University,inf,0
199,Kookmin University,inf,0
200,Kyushu Institute of Technology,inf,0
201,Lancaster  University,inf,0
202,Leopold-Franzens-Universität Innsbruck,inf,0
203,Linköping University,inf,0
204,Liverpool John Moores University,inf,0
205,Loughborough University,inf,0
206,Lund University,inf,0
207,Manchester Metropolitan University,inf,0
208,McMaster University,inf,0
209,MCT's Rajiv Gandhi Institute of Technology,inf,0
210,MIT World Peace University,inf,0
211,National Cheng Kung University,inf,0
212,National Taipei University of Technology,inf,0
213,National Taiwan University,inf,0
214,North Carolina State University,inf,0
215,Otto-von-Guericke-Universität Magdeburg,inf,0
216,Oxford Brookes University,inf,0
217,Pakistan Institute of Engineering &amp; Applied Sciences,inf,0
218,Portland State University,inf,0
219,Poznan University of Technology,inf,0
220,PSG Institute of Technology and Applied Research,inf,0
221,Queen's University Belfast,inf,0
222,Queensland University of Technology,inf,0
223,R.V.College of Engineering,inf,0
224,Rajshahi University of Engineering &amp; Technology,inf,0
225,Ramaiah Institute of Technology,inf,0
226,Rhein-Waal University of Applied Sciences,inf,0
227,Ruhr-Universität Bochum,inf,0
228,Rutgers The State University of New Jersey,inf,0
229,Ryerson University,inf,0
230,San Diego State University,inf,0
231,Sardar Patel College of Engineering Mumbai,inf,0
232,Seikei University,inf,0
233,Sepuluh Nopember Institute of Technology,inf,0
234,Smt. Kashibai Navale College of Engineering,inf,0
235,SRM Institute of Science and Technology - Kattankulathur,inf,0
236,Technical University of Cluj-Napoca,inf,0
237,Technical University of Denmark,inf,0
238,Technion - Israel Institute of Technology,inf,0
239,Technische Hochschule Ostwestfalen-Lippe,inf,0
240,Technische Universität Berlin,inf,0
241,Technische Universität Chemnitz,inf,0
242,Technische Universität Dortmund,inf,0
243,Texas A&amp;M University,inf,0
244,The Hague University of Applied Sciences,inf,0
245,The University of Michigan-Dearborn,inf,0
246,Thomas More Mechelen - De Nayer,inf,0
247,UAS Kempten,inf,0
248,Ulm University of Applied Sciences,inf,0
249,Universidad de Castilla-La Mancha,inf,0
250,Universidad de Oviedo,inf,0
251,Universidad Nacional Autónoma de México,inf,0
252,Universidad Politecnica Salesiana,inf,0
253,Universidad Politécnica de Cartagena,inf,0
254,Universidad Politécnica de Madrid (UPM),inf,0
255,University College Dublin,inf,0
256,University of Alcalá,inf,0
257,University of Applied Sciences Ravensburg-Weingarten,inf,0
258,University of Belgrade (Универзитет у Београду),inf,0
259,University of Birmingham,inf,0
260,University of Bristol,inf,0
261,University of British Columbia - Vancouver,inf,0
262,University of Burgundy - ISAT,inf,0
263,University of California - Santa Cruz,inf,0
264,University of California Irvine,inf,0
265,University of California Berkeley,inf,0
266,University of California Riverside,inf,0
267,University of Cincinnati,inf,0
268,University of Colorado - Colorado Springs,inf,0
269,University Of Hertfordshire,inf,0
270,University of Iowa,inf,0
271,University of Kansas,inf,0
272,University of La Laguna,inf,0
273,University of Leicester,inf,0
274,University of Maryland,inf,0
275,University of Minnesota Twin Cities,inf,0
276,University of New Mexico,inf,0
277,University of New South Wales - Australian Defence Force Academy,inf,0
278,University of New South Wales,inf,0
279,University of North Carolina at Asheville,inf,0
280,University of Ontario Institute of Technology,inf,0
281,University of Oxford,inf,0
282,University of South Australia,inf,0
283,University of Southampton,inf,0
284,University of Southern California,inf,0
285,University of Strathclyde,inf,0
286,University of Sussex,inf,0
287,University of Texas at San Antonio,inf,0
288,University of Toronto,inf,0
289,University of Utah,inf,0
290,University of Waterloo,inf,0
291,University of Western Australia,inf,0
292,Università degli Studi di Napoli Federico II,inf,0
293,Università degli studi di Trieste,inf,0
294,Universität der Bundeswehr München,inf,0
295,Universität Kassel,inf,0
296,VIT University - Chennai,inf,0
297,VIT University - Vellore,inf,0
298,Vrije Universiteit Brussel,inf,0
299,Western Washington University,inf,0
300,Wroclaw University of Technology,inf,0
301,Zürcher Hochschule für Angewandte Wissenschaften,inf,0
